"MarkettypeID","TradingMonth","Portfolios","RiskPremium1","RiskPremium2","SMB1","SMB2","HML1","HML2","RMW1","RMW2","CMA1","CMA2"
"P9713","2007-02","3","0.064500","0.046500","0.072845","0.079390","0.034912","0.030084","-0.058093","-0.060650","0.034160","0.038256"
"P9713","2007-02","1","0.064500","0.046500","0.090812","0.099409","0.042906","0.023498","-0.110208","-0.111292","0.072380","0.080881"
"P9714","2007-02","3","0.064500","0.045500","0.072910","0.081595","0.033257","0.028435","-0.054644","-0.057235","0.035665","0.040114"
"P9714","2007-02","1","0.064500","0.045500","0.090274","0.101487","0.038962","0.019216","-0.107098","-0.108524","0.072077","0.081659"
"P9714","2007-02","2","0.064500","0.045500","0.095081","0.107764","0.033095","0.017930","-0.068081","-0.072290","0.055319","0.062991"
"P9709","2007-03","3","0.111350","0.106350","0.091613","0.099735","0.005948","0.000537","-0.041989","-0.037777","0.017418","0.019916"
"P9709","2007-03","2","0.111350","0.106350","0.103467","0.110542","0.009267","0.000258","-0.046039","-0.041031","0.032476","0.032028"
"P9709","2007-03","1","0.111350","0.106350","0.101695","0.108747","0.003045","-0.008666","-0.068430","-0.061541","0.051042","0.051378"
"P9713","2007-03","2","0.107350","0.103350","0.099685","0.104278","0.011345","0.005492","-0.038410","-0.032990","0.022569","0.022828"
"P9713","2007-03","1","0.107350","0.103350","0.097999","0.102547","0.006562","-0.000490","-0.054106","-0.047743","0.038016","0.038006"
"P9713","2007-03","3","0.107350","0.103350","0.089236","0.094949","0.009065","0.006036","-0.035665","-0.030347","0.010294","0.013292"
"P9714","2007-03","2","0.111350","0.106350","0.103416","0.110506","0.009267","0.000258","-0.046201","-0.041148","0.032476","0.032028"
"P9714","2007-03","3","0.111350","0.106350","0.091363","0.099537","0.006199","0.000735","-0.042265","-0.037998","0.017142","0.019695"
"P9714","2007-03","1","0.111350","0.106350","0.101695","0.108757","0.003045","-0.008666","-0.068519","-0.061651","0.051042","0.051378"
"P9709","2007-04","3","0.224350","0.192350","0.011576","0.026012","0.035399","0.035100","-0.080510","-0.078404","0.009093","0.010651"
"P9709","2007-04","2","0.224350","0.192350","0.046100","0.060620","0.052167","0.042700","-0.074963","-0.073717","0.054356","0.057708"
"P9709","2007-04","1","0.224350","0.192350","0.043541","0.055273","0.054305","0.044039","-0.088237","-0.092289","0.065721","0.072107"
"P9713","2007-04","1","0.224350","0.194350","0.045530","0.054206","0.058414","0.048666","-0.085119","-0.086291","0.060217","0.064684"
"P9713","2007-04","2","0.224350","0.194350","0.048442","0.059352","0.054031","0.044868","-0.073447","-0.069674","0.049744","0.052898"
"P9713","2007-04","3","0.224350","0.194350","0.013961","0.026515","0.034935","0.034843","-0.077862","-0.073770","0.007775","0.010504"
"P9714","2007-04","2","0.224350","0.192350","0.046042","0.060586","0.052167","0.042700","-0.075630","-0.074187","0.054356","0.057708"
"P9714","2007-04","1","0.224350","0.192350","0.043560","0.055295","0.054305","0.044039","-0.088821","-0.092874","0.065721","0.072107"
"P9714","2007-04","3","0.224350","0.192350","0.011651","0.026117","0.035323","0.034995","-0.081744","-0.079309","0.007859","0.009746"
"P9709","2007-05","3","0.077275","0.069275","-0.019605","-0.018142","-0.024257","-0.023905","0.016980","0.014691","0.000161","-0.001133"
"P9709","2007-05","2","0.077275","0.069275","-0.023702","-0.026468","-0.011182","-0.000343","0.016620","0.017669","0.003546","-0.003329"
"P9709","2007-05","1","0.077275","0.069275","-0.017170","-0.017740","-0.015026","-0.000540","0.027642","0.028914","-0.002767","-0.009442"
"P9713","2007-05","2","0.084275","0.075275","-0.016076","-0.016774","-0.012776","-0.005822","0.001766","0.000986","0.011948","0.005429"
"P9713","2007-05","3","0.084275","0.075275","-0.015997","-0.013035","-0.024543","-0.027151","0.002028","-0.003198","0.004283","0.001044"
"P9713","2007-05","1","0.084275","0.075275","-0.010512","-0.009022","-0.019693","-0.010940","0.005284","0.006181","0.012187","0.006305"
"P9714","2007-05","1","0.077275","0.069275","-0.017221","-0.017778","-0.015026","-0.000540","0.027739","0.028983","-0.002767","-0.009442"
"P9714","2007-05","2","0.077275","0.069275","-0.023780","-0.026531","-0.011182","-0.000343","0.016526","0.017583","0.003546","-0.003329"
"P9714","2007-05","3","0.077275","0.069275","-0.019885","-0.018315","-0.023978","-0.023732","0.016957","0.014701","0.000138","-0.001123"
"P9709","2007-06","3","-0.082725","-0.076725","-0.070305","-0.072001","-0.040261","-0.045949","0.085460","0.080631","-0.019914","-0.022890"
"P9709","2007-06","2","-0.082725","-0.076725","-0.100109","-0.100311","-0.070865","-0.074663","0.095707","0.085950","-0.047274","-0.045231"
"P9709","2007-06","1","-0.082725","-0.076725","-0.095388","-0.095771","-0.101315","-0.104495","0.137840","0.123058","-0.068316","-0.066113"
"P9713","2007-06","3","-0.080725","-0.076725","-0.065516","-0.064809","-0.040369","-0.044775","0.090920","0.086409","-0.021184","-0.024109"
"P9713","2007-06","2","-0.080725","-0.076725","-0.099925","-0.097503","-0.070155","-0.072135","0.101754","0.092002","-0.048946","-0.048144"
"P9713","2007-06","1","-0.080725","-0.076725","-0.093776","-0.091976","-0.099270","-0.100250","0.146216","0.132095","-0.074270","-0.070896"
"P9714","2007-06","1","-0.082725","-0.076725","-0.095485","-0.095850","-0.101315","-0.104495","0.138255","0.123490","-0.068316","-0.066113"
"P9714","2007-06","3","-0.082725","-0.076725","-0.070632","-0.072251","-0.039935","-0.045699","0.085816","0.080883","-0.019559","-0.022638"
"P9714","2007-06","2","-0.082725","-0.076725","-0.100167","-0.100356","-0.070865","-0.074663","0.095795","0.086001","-0.047274","-0.045231"
"P9709","2007-07","3","0.179050","0.169050","0.079662","0.080284","0.016773","0.019924","-0.012717","-0.018199","-0.007630","-0.017431"
"P9709","2007-07","2","0.179050","0.169050","0.075318","0.075945","0.026580","0.030941","-0.020437","-0.028117","-0.008323","-0.014742"
"P9709","2007-07","1","0.179050","0.169050","0.076902","0.076291","0.015177","0.019788","-0.023710","-0.031217","-0.014819","-0.022014"
"P9713","2007-07","1","0.183050","0.173050","0.074205","0.073987","0.010900","0.015894","-0.022296","-0.030744","-0.015597","-0.022117"
"P9713","2007-07","2","0.183050","0.173050","0.072475","0.073513","0.023533","0.029618","-0.019964","-0.028402","-0.009018","-0.015830"
"P9713","2007-07","3","0.183050","0.173050","0.077851","0.078560","0.013222","0.017019","-0.015375","-0.022223","-0.008106","-0.018933"
"P9714","2007-07","2","0.179050","0.169050","0.075318","0.075945","0.026580","0.030941","-0.020437","-0.028117","-0.008323","-0.014742"
"P9714","2007-07","1","0.179050","0.169050","0.076902","0.076291","0.015177","0.019788","-0.023710","-0.031217","-0.014819","-0.022014"
"P9714","2007-07","3","0.179050","0.169050","0.079662","0.080284","0.016773","0.019924","-0.012717","-0.018199","-0.007630","-0.017431"
"P9709","2007-08","3","0.167825","0.166825","-0.014956","-0.021690","0.009830","0.009577","0.007209","0.007276","0.006320","0.008209"
"P9709","2007-08","2","0.167825","0.166825","-0.015374","-0.021761","-0.014042","-0.017034","-0.009519","-0.013076","-0.016490","-0.014708"
"P9709","2007-08","1","0.167825","0.166825","-0.017173","-0.024616","0.000638","-0.007091","-0.013269","-0.016389","-0.003298","0.003674"
"P9713","2007-08","1","0.154825","0.156825","-0.016512","-0.027189","0.010728","0.002632","-0.011190","-0.011438","-0.003214","0.002212"
"P9713","2007-08","3","0.154825","0.156825","-0.014935","-0.024667","0.013766","0.014495","0.009772","0.010924","0.002648","0.004571"
"P9713","2007-08","2","0.154825","0.156825","-0.013811","-0.023939","-0.007955","-0.011756","-0.008016","-0.009099","-0.018290","-0.017516"
"P9714","2007-08","1","0.167825","0.166825","-0.017173","-0.024616","0.000638","-0.007091","-0.013269","-0.016389","-0.003298","0.003674"
"P9714","2007-08","2","0.167825","0.166825","-0.015374","-0.021761","-0.014042","-0.017034","-0.009519","-0.013076","-0.016490","-0.014708"
"P9714","2007-08","3","0.167825","0.166825","-0.014956","-0.021690","0.009830","0.009577","0.007209","0.007276","0.006320","0.008209"
"P9709","2007-09","3","0.046600","0.056600","-0.017357","-0.021211","0.035577","0.050357","0.032775","0.016203","0.025960","0.022890"
"P9709","2007-09","2","0.046600","0.056600","-0.019954","-0.026248","0.044075","0.063551","0.014304","-0.001588","0.013070","0.004561"
"P9709","2007-09","1","0.046600","0.056600","-0.016442","-0.020066","0.043304","0.061311","-0.007594","-0.032792","-0.005865","-0.021498"
"P9713","2007-09","2","0.047600","0.056600","-0.017403","-0.023108","0.041728","0.059890","0.012180","-0.001779","0.012763","0.004272"
"P9713","2007-09","1","0.047600","0.056600","-0.014100","-0.017544","0.040688","0.056951","-0.009997","-0.031628","-0.006372","-0.021430"
"P9713","2007-09","3","0.047600","0.056600","-0.014245","-0.017360","0.032550","0.046037","0.030348","0.014917","0.024889","0.022025"
"P9714","2007-09","2","0.046600","0.056600","-0.019954","-0.026248","0.044075","0.063551","0.014304","-0.001588","0.013070","0.004561"
"P9714","2007-09","3","0.046600","0.056600","-0.017357","-0.021211","0.035577","0.050357","0.032775","0.016203","0.025960","0.022890"
"P9714","2007-09","1","0.046600","0.056600","-0.016442","-0.020066","0.043304","0.061311","-0.007594","-0.032792","-0.005865","-0.021498"
"P9709","2007-10","3","0.054600","0.065600","-0.045357","-0.051239","0.000199","0.008091","0.056137","0.057559","-0.034473","-0.043253"
"P9709","2007-10","2","0.054600","0.065600","-0.085221","-0.100050","-0.056051","-0.056679","0.067590","0.073740","-0.058964","-0.063928"
"P9709","2007-10","1","0.054600","0.065600","-0.082616","-0.094351","-0.039180","-0.027203","0.096623","0.098724","-0.065621","-0.056684"
"P9713","2007-10","3","0.053600","0.064600","-0.044606","-0.049147","-0.004507","0.002242","0.048346","0.048523","-0.036529","-0.044515"
"P9713","2007-10","1","0.053600","0.064600","-0.081717","-0.093251","-0.041317","-0.027795","0.089915","0.089635","-0.065009","-0.055447"
"P9713","2007-10","2","0.053600","0.064600","-0.083687","-0.097074","-0.056202","-0.057278","0.063306","0.067289","-0.058317","-0.062662"
"P9714","2007-10","2","0.054600","0.065600","-0.085221","-0.100050","-0.056051","-0.056679","0.067590","0.073740","-0.058964","-0.063928"
"P9714","2007-10","1","0.054600","0.065600","-0.082616","-0.094351","-0.039180","-0.027203","0.096623","0.098724","-0.065621","-0.056684"
"P9714","2007-10","3","0.054600","0.065600","-0.045357","-0.051239","0.000199","0.008091","0.056137","0.057559","-0.034473","-0.043253"
"P9709","2007-11","3","-0.136400","-0.131400","0.081603","0.078078","-0.004271","-0.009475","-0.026332","-0.024329","0.014017","0.015316"
"P9709","2007-11","2","-0.136400","-0.131400","0.088243","0.083442","0.000418","-0.008283","-0.037420","-0.036890","0.026009","0.027638"
"P9709","2007-11","1","-0.136400","-0.131400","0.086411","0.082087","0.006309","-0.000636","-0.051860","-0.048953","0.039437","0.038905"
"P9713","2007-11","2","-0.134400","-0.131400","0.082360","0.077838","0.001603","-0.006330","-0.031995","-0.031462","0.023492","0.025671"
"P9713","2007-11","1","-0.134400","-0.131400","0.080385","0.076434","0.005741","-0.001007","-0.044236","-0.042061","0.036714","0.036677"
"P9713","2007-11","3","-0.134400","-0.131400","0.075624","0.071764","-0.003089","-0.007598","-0.021278","-0.018742","0.013853","0.016207"
"P9714","2007-11","3","-0.136400","-0.131400","0.081603","0.078078","-0.004271","-0.009475","-0.026332","-0.024329","0.014017","0.015316"
"P9714","2007-11","2","-0.136400","-0.131400","0.088243","0.083442","0.000418","-0.008283","-0.037420","-0.036890","0.026009","0.027638"
"P9714","2007-11","1","-0.136400","-0.131400","0.086411","0.082087","0.006309","-0.000636","-0.051860","-0.048953","0.039437","0.038905"
"P9709","2007-12","3","0.082225","0.073225","0.019834","0.021069","-0.006590","-0.011686","0.001415","0.002641","0.000159","-0.003563"
"P9709","2007-12","2","0.082225","0.073225","0.036350","0.038376","0.027023","0.030133","0.002819","0.006352","0.018938","0.020064"
"P9709","2007-12","1","0.082225","0.073225","0.035329","0.035647","0.014845","0.005756","-0.000126","0.005008","0.036666","0.046024"
"P9713","2007-12","3","0.079225","0.072225","0.023052","0.021593","-0.004660","-0.008787","-0.000234","0.002151","0.000364","-0.004093"
"P9713","2007-12","1","0.079225","0.072225","0.038356","0.035852","0.022444","0.012899","-0.003550","0.005525","0.036801","0.043248"
"P9713","2007-12","2","0.079225","0.072225","0.039869","0.038401","0.029112","0.031653","-0.001007","0.005346","0.018967","0.018233"
"P9714","2007-12","1","0.082225","0.073225","0.035329","0.035647","0.014845","0.005756","-0.000126","0.005008","0.036666","0.046024"
"P9714","2007-12","3","0.082225","0.073225","0.019834","0.021069","-0.006590","-0.011686","0.001415","0.002641","0.000159","-0.003563"
"P9714","2007-12","2","0.082225","0.073225","0.036350","0.038376","0.027023","0.030133","0.002819","0.006352","0.018938","0.020064"
"P9709","2008-01","3","-0.158775","-0.168775","0.036095","0.043352","-0.003775","-0.007535","-0.011994","-0.009771","0.000356","0.003107"
"P9709","2008-01","2","-0.158775","-0.168775","0.056846","0.069504","0.002338","-0.000829","-0.008583","-0.011031","0.013019","0.018332"
"P9709","2008-01","1","-0.158775","-0.168775","0.057546","0.068895","-0.022022","-0.032226","-0.005523","-0.006871","0.017066","0.016639"
"P9713","2008-01","1","-0.157775","-0.168775","0.052619","0.061815","-0.016925","-0.027234","-0.003612","-0.003632","0.015199","0.012945"
"P9713","2008-01","3","-0.157775","-0.168775","0.031484","0.036422","-0.001463","-0.004783","-0.011840","-0.009357","-0.002261","-0.000897"
"P9713","2008-01","2","-0.157775","-0.168775","0.052265","0.062468","0.004280","0.001055","-0.007864","-0.009136","0.010059","0.013708"
"P9714","2008-01","1","-0.158775","-0.168775","0.057546","0.068895","-0.022022","-0.032226","-0.005523","-0.006871","0.017066","0.016639"
"P9714","2008-01","3","-0.158775","-0.168775","0.036095","0.043352","-0.003775","-0.007535","-0.011994","-0.009771","0.000356","0.003107"
"P9714","2008-01","2","-0.158775","-0.168775","0.056846","0.069504","0.002338","-0.000829","-0.008583","-0.011031","0.013019","0.018332"
"P9709","2008-02","3","0.015225","-0.002775","0.076211","0.076905","0.018143","0.010117","-0.012023","-0.009898","0.000671","-0.001323"
"P9709","2008-02","2","0.015225","-0.002775","0.080797","0.078373","0.027959","0.022583","-0.012918","-0.009712","0.007586","0.000913"
"P9709","2008-02","1","0.015225","-0.002775","0.076729","0.075126","0.028859","0.022680","-0.025048","-0.016547","0.022045","0.009138"
"P9713","2008-02","1","0.016225","-0.001775","0.069848","0.068002","0.025906","0.021006","-0.018756","-0.010457","0.016356","0.004722"
"P9713","2008-02","3","0.016225","-0.001775","0.071308","0.070762","0.017023","0.010201","-0.007848","-0.005544","-0.002782","-0.004835"
"P9713","2008-02","2","0.016225","-0.001775","0.074064","0.071192","0.026302","0.022163","-0.008597","-0.005155","0.002208","-0.003742"
"P9714","2008-02","3","0.015225","-0.002775","0.076211","0.076905","0.018143","0.010117","-0.012023","-0.009898","0.000671","-0.001323"
"P9714","2008-02","2","0.015225","-0.002775","0.080797","0.078373","0.027959","0.022583","-0.012918","-0.009712","0.007586","0.000913"
"P9714","2008-02","1","0.015225","-0.002775","0.076729","0.075126","0.028859","0.022680","-0.025048","-0.016547","0.022045","0.009138"
"P9709","2008-03","3","-0.193775","-0.201775","0.025625","0.029854","-0.007677","-0.016314","-0.000949","-0.002752","-0.000375","0.003169"
"P9709","2008-03","2","-0.193775","-0.201775","0.016734","0.020203","-0.027898","-0.040903","-0.001823","-0.006047","-0.008001","-0.000237"
"P9709","2008-03","1","-0.193775","-0.201775","0.017926","0.021406","-0.032729","-0.038609","0.007609","0.002853","-0.010551","-0.007797"
"P9713","2008-03","1","-0.191775","-0.199775","0.012212","0.016347","-0.032122","-0.036321","0.012400","0.005831","-0.014473","-0.011124"
"P9713","2008-03","2","-0.191775","-0.199775","0.011197","0.015510","-0.026799","-0.037904","0.001998","-0.003405","-0.011410","-0.003273"
"P9713","2008-03","3","-0.191775","-0.199775","0.021046","0.025462","-0.007334","-0.014803","0.001013","-0.001203","-0.003295","0.000401"
"P9714","2008-03","3","-0.193775","-0.201775","0.025625","0.029854","-0.007677","-0.016314","-0.000949","-0.002752","-0.000375","0.003169"
"P9714","2008-03","1","-0.193775","-0.201775","0.017926","0.021406","-0.032729","-0.038609","0.007609","0.002853","-0.010551","-0.007797"
"P9714","2008-03","2","-0.193775","-0.201775","0.016734","0.020203","-0.027898","-0.040903","-0.001823","-0.006047","-0.008001","-0.000237"
"P9709","2008-04","3","0.051225","0.064225","-0.055604","-0.058190","0.001460","0.008513","0.029793","0.030946","-0.027299","-0.029869"
"P9709","2008-04","2","0.051225","0.064225","-0.073982","-0.076214","-0.019367","-0.013799","0.033389","0.035546","-0.042346","-0.036156"
"P9709","2008-04","1","0.051225","0.064225","-0.077312","-0.080792","-0.018334","-0.011846","0.045199","0.041267","-0.033659","-0.017086"
"P9713","2008-04","1","0.051225","0.063225","-0.075255","-0.077947","-0.017209","-0.010672","0.041996","0.037825","-0.034833","-0.018096"
"P9713","2008-04","3","0.051225","0.063225","-0.055256","-0.056788","0.002885","0.009936","0.024878","0.026243","-0.028383","-0.029500"
"P9713","2008-04","2","0.051225","0.063225","-0.072370","-0.073501","-0.018848","-0.013599","0.029978","0.031189","-0.041740","-0.035200"
"P9714","2008-04","1","0.051225","0.064225","-0.077312","-0.080792","-0.018334","-0.011846","0.045199","0.041267","-0.033659","-0.017086"
"P9714","2008-04","3","0.051225","0.064225","-0.055604","-0.058190","0.001460","0.008513","0.029793","0.030946","-0.027299","-0.029869"
"P9714","2008-04","2","0.051225","0.064225","-0.073982","-0.076214","-0.019367","-0.013799","0.033389","0.035546","-0.042346","-0.036156"
"P9709","2008-05","3","-0.084775","-0.076775","0.037179","0.037478","0.007176","0.000890","0.000196","0.003079","0.012424","0.015970"
"P9709","2008-05","2","-0.084775","-0.076775","0.045232","0.040576","0.035990","0.035572","-0.005409","0.002000","0.023587","0.018760"
"P9709","2008-05","1","-0.084775","-0.076775","0.047238","0.045495","0.037915","0.032995","-0.009889","0.000763","0.016960","0.012552"
"P9713","2008-05","3","-0.083775","-0.075775","0.038946","0.039562","0.004467","-0.002317","0.004736","0.008391","0.013584","0.017592"
"P9713","2008-05","2","-0.083775","-0.075775","0.045127","0.040801","0.032220","0.031241","-0.001598","0.006081","0.022315","0.018386"
"P9713","2008-05","1","-0.083775","-0.075775","0.047075","0.045477","0.032639","0.027111","-0.005635","0.004926","0.014062","0.010171"
"P9714","2008-05","1","-0.084775","-0.076775","0.047238","0.045495","0.037915","0.032995","-0.009889","0.000763","0.016960","0.012552"
"P9714","2008-05","2","-0.084775","-0.076775","0.045232","0.040576","0.035990","0.035572","-0.005409","0.002000","0.023587","0.018760"
"P9714","2008-05","3","-0.084775","-0.076775","0.037179","0.037478","0.007176","0.000890","0.000196","0.003079","0.012424","0.015970"
"P9709","2008-06","3","-0.216775","-0.205775","-0.020198","-0.016806","-0.014101","-0.012193","-0.003786","0.000956","-0.014036","-0.013366"
"P9709","2008-06","2","-0.216775","-0.205775","-0.023242","-0.023697","-0.017554","-0.018943","0.002771","0.008859","-0.011024","-0.010016"
"P9709","2008-06","1","-0.216775","-0.205775","-0.021244","-0.021769","-0.015227","-0.008402","0.022093","0.025079","-0.010172","-0.009837"
"P9713","2008-06","2","-0.211775","-0.202775","-0.023872","-0.021347","-0.020391","-0.021577","0.003398","0.006467","-0.009505","-0.006852"
"P9713","2008-06","1","-0.211775","-0.202775","-0.020990","-0.018890","-0.021900","-0.015032","0.021671","0.021115","-0.012117","-0.009437"
"P9713","2008-06","3","-0.211775","-0.202775","-0.019822","-0.014144","-0.016229","-0.015443","-0.004693","-0.001560","-0.011727","-0.009999"
"P9714","2008-06","3","-0.216775","-0.205775","-0.020198","-0.016806","-0.014101","-0.012193","-0.003786","0.000956","-0.014036","-0.013366"
"P9714","2008-06","2","-0.216775","-0.205775","-0.023242","-0.023697","-0.017554","-0.018943","0.002771","0.008859","-0.011024","-0.010016"
"P9714","2008-06","1","-0.216775","-0.205775","-0.021244","-0.021769","-0.015227","-0.008402","0.022093","0.025079","-0.010172","-0.009837"
"P9709","2008-07","3","0.020225","0.015225","0.064916","0.065304","0.003842","0.002849","0.002107","0.002400","0.007650","0.002301"
"P9709","2008-07","2","0.020225","0.015225","0.077533","0.077638","0.007027","-0.001242","-0.011042","-0.017971","0.013074","0.005447"
"P9709","2008-07","1","0.020225","0.015225","0.075592","0.076689","-0.001097","-0.006395","-0.017424","-0.026254","0.026896","0.016869"
"P9713","2008-07","3","0.017225","0.013225","0.065684","0.064371","0.000781","-0.000136","0.004850","0.004935","0.011283","0.005046"
"P9713","2008-07","2","0.017225","0.013225","0.076417","0.074933","0.006994","-0.000802","-0.007691","-0.014109","0.013781","0.005628"
"P9713","2008-07","1","0.017225","0.013225","0.073906","0.073523","0.001403","-0.004320","-0.015956","-0.022821","0.026813","0.015706"
"P9714","2008-07","2","0.020225","0.015225","0.077533","0.077638","0.007027","-0.001242","-0.011042","-0.017971","0.013074","0.005447"
"P9714","2008-07","1","0.020225","0.015225","0.075592","0.076689","-0.001097","-0.006395","-0.017424","-0.026254","0.026896","0.016869"
"P9714","2008-07","3","0.020225","0.015225","0.064916","0.065304","0.003842","0.002849","0.002107","0.002400","0.007650","0.002301"
"P9709","2008-08","3","-0.150775","-0.142775","-0.001898","-0.002635","0.025584","0.025917","0.008478","0.012198","-0.015621","-0.016607"
"P9709","2008-08","2","-0.150775","-0.142775","-0.048849","-0.054922","0.014016","0.020233","0.014885","0.024084","-0.056731","-0.060837"
"P9709","2008-08","1","-0.150775","-0.142775","-0.048428","-0.054557","0.029764","0.026168","0.025210","0.033405","-0.061393","-0.060655"
"P9713","2008-08","3","-0.153775","-0.144775","0.000670","0.000339","0.025905","0.026365","0.009410","0.013107","-0.013702","-0.014912"
"P9713","2008-08","2","-0.153775","-0.144775","-0.044823","-0.050992","0.015206","0.021292","0.014083","0.023278","-0.054059","-0.059091"
"P9713","2008-08","1","-0.153775","-0.144775","-0.044402","-0.050562","0.031648","0.027978","0.023826","0.032462","-0.057951","-0.058109"
"P9714","2008-08","1","-0.150775","-0.142775","-0.048428","-0.054557","0.029764","0.026168","0.025210","0.033405","-0.061393","-0.060655"
"P9714","2008-08","3","-0.150775","-0.142775","-0.001898","-0.002635","0.025584","0.025917","0.008478","0.012198","-0.015621","-0.016607"
"P9714","2008-08","2","-0.150775","-0.142775","-0.048849","-0.054922","0.014016","0.020233","0.014885","0.024084","-0.056731","-0.060837"
"P9709","2008-09","3","-0.071775","-0.056775","-0.059461","-0.067741","0.022690","0.026079","0.002828","0.001667","-0.025863","-0.024160"
"P9709","2008-09","2","-0.071775","-0.056775","-0.045942","-0.057098","0.041000","0.050158","0.004239","0.003730","-0.005052","-0.011150"
"P9709","2008-09","1","-0.071775","-0.056775","-0.051123","-0.063556","0.038778","0.057858","0.008956","0.008524","0.022507","0.014550"
"P9713","2008-09","3","-0.074775","-0.059775","-0.056238","-0.066200","0.018628","0.021833","0.004460","0.003545","-0.022238","-0.021498"
"P9713","2008-09","2","-0.074775","-0.059775","-0.045031","-0.058134","0.041179","0.050961","0.006716","0.008632","-0.005045","-0.012379"
"P9713","2008-09","1","-0.074775","-0.059775","-0.050354","-0.064511","0.042303","0.061028","0.010869","0.013665","0.020715","0.010610"
"P9714","2008-09","2","-0.071775","-0.056775","-0.045942","-0.057098","0.041000","0.050158","0.004239","0.003730","-0.005052","-0.011150"
"P9714","2008-09","3","-0.071775","-0.056775","-0.059461","-0.067741","0.022690","0.026079","0.002828","0.001667","-0.025863","-0.024160"
"P9714","2008-09","1","-0.071775","-0.056775","-0.051123","-0.063556","0.038778","0.057858","0.008956","0.008524","0.022507","0.014550"
"P9709","2008-10","3","-0.262400","-0.250400","0.027657","0.026479","0.011920","0.011383","0.006194","0.002697","0.012797","0.015425"
"P9709","2008-10","2","-0.262400","-0.250400","0.019612","0.010582","0.024390","0.024489","0.002739","0.004414","-0.001866","-0.003748"
"P9709","2008-10","1","-0.262400","-0.250400","0.014608","0.006714","0.029993","0.026392","-0.002302","0.000257","0.030982","0.034906"
"P9713","2008-10","2","-0.263400","-0.251400","0.016720","0.007781","0.021635","0.024053","0.002433","0.003850","-0.004124","-0.005684"
"P9713","2008-10","1","-0.263400","-0.251400","0.011778","0.003842","0.027201","0.026336","-0.002140","-0.000298","0.026030","0.030371"
"P9713","2008-10","3","-0.263400","-0.251400","0.027027","0.025385","0.008363","0.009224","0.002723","-0.000429","0.009461","0.012475"
"P9714","2008-10","1","-0.262400","-0.250400","0.014608","0.006714","0.029993","0.026392","-0.002302","0.000257","0.030982","0.034906"
"P9714","2008-10","2","-0.262400","-0.250400","0.019612","0.010582","0.024390","0.024489","0.002739","0.004414","-0.001866","-0.003748"
"P9714","2008-10","3","-0.262400","-0.250400","0.027657","0.026479","0.011920","0.011383","0.006194","0.002697","0.012797","0.015425"
"P9709","2008-11","3","0.112350","0.093350","0.041626","0.047339","-0.009573","-0.005806","-0.009849","-0.016616","-0.007933","-0.011149"
"P9709","2008-11","2","0.112350","0.093350","0.073870","0.088070","-0.010298","-0.027125","-0.011550","-0.026645","0.015095","0.021774"
"P9709","2008-11","1","0.112350","0.093350","0.071793","0.086538","-0.019779","-0.032454","-0.030580","-0.045080","0.010419","0.019624"
"P9713","2008-11","2","0.114350","0.094350","0.071898","0.085710","-0.011291","-0.028156","-0.008597","-0.024207","0.015497","0.022694"
"P9713","2008-11","3","0.114350","0.094350","0.040704","0.045519","-0.009339","-0.005751","-0.007368","-0.013830","-0.004914","-0.007773"
"P9713","2008-11","1","0.114350","0.094350","0.069334","0.083796","-0.020757","-0.033797","-0.027441","-0.041792","0.012186","0.021157"
"P9714","2008-11","3","0.112350","0.093350","0.041626","0.047339","-0.009573","-0.005806","-0.009849","-0.016616","-0.007933","-0.011149"
"P9714","2008-11","2","0.112350","0.093350","0.073870","0.088070","-0.010298","-0.027125","-0.011550","-0.026645","0.015095","0.021774"
"P9714","2008-11","1","0.112350","0.093350","0.071793","0.086538","-0.019779","-0.032454","-0.030580","-0.045080","0.010419","0.019624"
"P9709","2008-12","3","-0.006425","-0.025425","0.055513","0.056026","-0.032284","-0.040990","-0.008339","-0.008771","0.022326","0.024439"
"P9709","2008-12","2","-0.006425","-0.025425","0.071491","0.086856","-0.042921","-0.042313","-0.009426","-0.010796","0.025903","0.032522"
"P9709","2008-12","1","-0.006425","-0.025425","0.073133","0.087870","-0.045439","-0.043630","-0.017243","-0.017594","0.002124","-0.002213"
"P9713","2008-12","2","-0.002425","-0.022425","0.069797","0.085541","-0.043995","-0.043541","-0.009151","-0.011704","0.024459","0.031792"
"P9713","2008-12","3","-0.002425","-0.022425","0.053263","0.053577","-0.034754","-0.042652","-0.010632","-0.011537","0.018955","0.021536"
"P9713","2008-12","1","-0.002425","-0.022425","0.072075","0.087075","-0.049035","-0.046897","-0.016164","-0.018897","0.000499","-0.002238"
"P9714","2008-12","3","-0.006425","-0.025425","0.055513","0.056026","-0.032284","-0.040990","-0.008339","-0.008771","0.022326","0.024439"
"P9714","2008-12","1","-0.006425","-0.025425","0.073133","0.087870","-0.045439","-0.043630","-0.017243","-0.017594","0.002124","-0.002213"
"P9714","2008-12","2","-0.006425","-0.025425","0.071491","0.086856","-0.042921","-0.042313","-0.009426","-0.010796","0.025903","0.032522"
"P9709","2009-01","3","0.110575","0.088575","0.012113","0.013569","-0.012557","-0.015638","-0.016399","-0.016584","-0.018513","-0.018838"
"P9709","2009-01","2","0.110575","0.088575","0.030598","0.041538","-0.017074","-0.022433","-0.024702","-0.034416","-0.005535","-0.011147"
