Date,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12
2008-03-31,-0.06796623489897748,-0.1981699215103078,-0.1930859973594714,-0.20967369112762366,-0.20939778866738012,-0.20169273957921408,-0.20635945245844298,-0.21096744197246986,-0.2192130363296511,-0.23277378334267695,0.03854256402373888,-0.0009562027917184579
2008-04-30,-0.018802189054551385,-0.07040043300625234,-0.06828394814182501,-0.06176565488568794,-0.08218996579931856,-0.07809890791073609,-0.08244770199217949,-0.08876944189293465,-0.07265962227690612,-0.06390717934376972,0.016888132505778163,0.0009262825123147744
2008-05-30,-0.0230738723766947,-0.031200603275485475,-0.05656764781388568,-0.055854302409819874,-0.0533298762256955,-0.03522866444668861,-0.03759628147585603,-0.04240436961216139,-0.027680349918200356,-0.054726342636047684,-0.004478058802525431,-0.011919693380471413
2008-06-30,-0.12530847556697422,-0.2367740955434801,-0.24663281884166488,-0.2698321762443655,-0.2740520054267216,-0.28030465390637127,-0.2674716081239097,-0.2826089305765851,-0.28983307386404833,-0.2927971206786688,0.05208316310527539,-0.012498578948655914
2008-07-31,0.021548420200282224,0.06947817846638635,0.05676020733175595,0.0607552440348202,0.06826708591075625,0.06998123620008141,0.09668551241079264,0.07205033899205719,0.07335979588946365,0.08491058668989412,-0.024035666847657622,-0.007300039124158428
2008-08-29,-0.11320310163888958,-0.21238556745585646,-0.22091179213973228,-0.2142295348798276,-0.2294435499933708,-0.23553057060114357,-0.24946679760059823,-0.26850313580953405,-0.27725542110429674,-0.2771999805321652,0.06355647190801224,0.009192250839090366
2008-09-26,-0.07330116979311824,-0.13471200949412887,-0.09418536805032257,-0.10174871258281831,-0.07947874294324972,-0.09757944772242394,-0.082376449199403,-0.08040466731062955,-0.08216230703503202,-0.07309276457258809,-0.013562073404712206,-0.05926651635709744
2008-10-31,-0.10806332633772675,-0.24826056055909954,-0.26621434057253546,-0.26282974159704003,-0.2714802348230917,-0.26839683531599323,-0.26887080203236674,-0.27406590840821093,-0.29516495854469743,-0.3051196465065468,0.050953989383664355,-0.0034343915846034023
2008-11-28,0.03290618855156495,0.13376696804092963,0.15855000011652404,0.14302728821333105,0.18751270063090564,0.17297446975943465,0.18071985141464655,0.17417315855156687,0.20283772978287914,0.1704763223112027,-0.04908367725329492,-0.026578971019109943
2008-12-31,0.06489550500336942,0.10057595438547781,0.07101754412706196,0.041654512310105876,0.036654739745830854,0.024467549787645287,0.01920193763774354,0.004178067486427648,0.019077913960411908,-0.003984929676815886,0.05037154327528668,0.092045126055902
2009-01-23,0.07415431381620335,0.1621957062404557,0.18029067050384057,0.19476850794157274,0.22090642782790265,0.21880998901873674,0.24259813354187398,0.22167431739100862,0.22868529953101635,0.22359774537792199,-0.060609971706116504,-0.024389803181683878
2009-02-27,0.06080822908434729,0.08764930479057978,0.0936473439982003,0.07475473387836458,0.07636772636255917,0.07304564499090693,0.06842387703550144,0.059272939414950834,0.06205545828828481,0.051004697754529614,0.01588494412597551,0.04817187356350837
2009-03-31,0.0914139262064006,0.18886183350145835,0.16691596028584926,0.18347774785747029,0.19792674525747755,0.2218569481842763,0.22301603698541234,0.22025418246037157,0.23950039913476917,0.23349489762072712,-0.061905250255380094,-0.014284963544227758
2009-04-30,0.06928582237601263,0.0585834519806338,0.0442972087683923,0.055705317594139866,0.06019966151522456,0.06906675966273365,0.050713521681378756,0.037719571360978754,0.025879309195762413,0.04597913351517595,0.011742633363674726,0.04381078780849431
2009-05-27,0.02349360744567924,0.057909503062833975,0.05075089177759953,0.059813857183248165,0.08289611909749946,0.05985159301780166,0.07111646547082988,0.07267409028664576,0.06801202119021989,0.07220533535983352,-0.013799105351694074,-0.00492533811311896
2009-06-30,0.08996815173696784,0.08882123557379298,0.0794481282962788,0.06854804575032525,0.05572435660792098,0.06116454386523644,0.06195183238820775,0.044728913056981796,0.05833435437174492,0.06402837871176217,0.018460379114270554,0.05774744839713325
2009-07-31,0.050375733461594636,0.11028593176894905,0.11513342291484971,0.13511886191333217,0.13685808795523174,0.12448356935782638,0.13627322118573498,0.13836046401073904,0.15890990988992607,0.17305584176683536,-0.036662193639420915,-0.01928187172353553
2009-08-31,-0.06206606779689555,-0.1295804141646399,-0.16233872715123476,-0.16174999712828653,-0.16869199346150907,-0.17226235727648598,-0.18867220005422236,-0.1969750837841997,-0.19538368586721977,-0.2205762928366922,0.05788848402325084,0.03401240814011197
2009-09-30,0.0321259274435068,0.026450030885541577,0.03695735850689759,0.02160957153724089,0.025853552334603375,0.03380309532139779,0.016423751272375196,0.0215346079074775,0.018203226876780134,0.01944904508370871,0.006716542849210178,0.022597486833826043
2009-10-30,0.04356743280586693,0.08651718279847191,0.10165022136771247,0.11274000195183279,0.11981603326802694,0.11362678523359408,0.11967377032490348,0.1274584902576597,0.1255240951099733,0.12589245974014585,-0.02957694569487308,-0.010486609149628026
2009-11-30,0.06909349894278491,0.12587221406264767,0.1354287500383704,0.14962685299761194,0.1273627315839836,0.1299170047507662,0.14177811570116894,0.1386030748625855,0.12484576686918632,0.1326303519592354,-0.012078053303508774,0.024042043449110873
2009-12-31,0.010385705223075506,0.012734760900558695,0.016316295494357765,0.003969720551881052,0.012824397973326709,0.0334477187260897,0.01550678437557826,0.016357547486211578,0.012198642064293823,-0.011403241139410932,-0.00197531427391254,0.009521658243810426
2010-01-29,-0.015904541396330782,-0.03205721223231271,-0.03510859602426939,-0.031202944407474505,-0.02031780590108931,-0.03176547034535444,-0.022970997351133896,-0.054837888395808825,-0.05994287065404305,-0.07286925934449506,0.021559077225871713,0.016515294865066983
