stock_code,sw_l1_industry_name,sw_l1_industry_name_eng
300567,机械设备,Machinery Equipment
300568,化工,Chemicals
300569,电气设备,Electrical Equipment
300570,通信,Telecommunication
300571,通信,Telecommunication
300572,机械设备,Machinery Equipment
300573,医药生物,Health Care
300575,化工,Chemicals
300576,化工,Chemicals
300577,纺织服装,Textile and Apparel
300578,通信,Telecommunication
300579,计算机,Computer
300580,汽车,Automobile
300581,国防军工,Military
300582,电子,Electronics
300583,医药生物,Health Care
300584,医药生物,Health Care
300585,汽车,Automobile
300586,化工,Chemicals
300587,化工,Chemicals
300588,计算机,Computer
300589,国防军工,Military
300590,通信,Telecommunication
300591,纺织服装,Textile and Apparel
300592,建筑装饰,Construction Decoration
300593,电气设备,Electrical Equipment
300594,机械设备,Machinery Equipment
300595,医药生物,Health Care
300596,化工,Chemicals
300597,通信,Telecommunication
300598,计算机,Computer
300599,建筑材料,Construction Materials
300600,国防军工,Military
300601,医药生物,Health Care
300602,电子,Electronics
300603,通信,Telecommunication
300604,机械设备,Machinery Equipment
300605,计算机,Computer
300606,机械设备,Machinery Equipment
300607,机械设备,Machinery Equipment
300608,计算机,Computer
300609,计算机,Computer
300610,化工,Chemicals
300611,汽车,Automobile
300612,传媒,Media
300613,电子,Electronics
300615,通信,Telecommunication
300616,轻工制造,Light-industry Manufacturing
300617,电气设备,Electrical Equipment
300618,有色金属,Nonferrous Metal
300619,机械设备,Machinery Equipment
300620,通信,Telecommunication
300621,建筑装饰,Construction Decoration
300622,商业贸易,Commerce
300623,电子,Electronics
300624,计算机,Computer
300625,电子,Electronics
300626,电气设备,Electrical Equipment
300627,通信,Telecommunication
300628,通信,Telecommunication
300629,机械设备,Machinery Equipment
300630,医药生物,Health Care
300631,公用事业,Utilities
300632,电子,Electronics
300633,医药生物,Health Care
300634,计算机,Computer
300635,建筑装饰,Construction Decoration
300636,医药生物,Health Care
300637,化工,Chemicals
300638,通信,Telecommunication
300639,医药生物,Health Care
300640,轻工制造,Light-industry Manufacturing
300641,化工,Chemicals
300642,医药生物,Health Care
300643,汽车,Automobile
300644,化工,Chemicals
300645,计算机,Computer
300647,电子,Electronics
300648,机械设备,Machinery Equipment
300649,建筑装饰,Construction Decoration
300650,电子,Electronics
300651,轻工制造,Light-industry Manufacturing
300652,汽车,Automobile
300653,医药生物,Health Care
300654,传媒,Media
300655,化工,Chemicals
300656,电子,Electronics
300657,电子,Electronics
300658,纺织服装,Textile and Apparel
300659,计算机,Computer
300660,电气设备,Electrical Equipment
300661,电子,Electronics
300662,休闲服务,Leisure Services
300663,计算机,Computer
300664,公用事业,Utilities
300665,化工,Chemicals
300666,电子,Electronics
300667,机械设备,Machinery Equipment
300668,建筑装饰,Construction Decoration
300669,机械设备,Machinery Equipment
300670,电气设备,Electrical Equipment
300671,电子,Electronics
300672,电子,Electronics
300673,农林牧渔,Agriculture
300674,计算机,Computer
300675,建筑装饰,Construction Decoration
300676,医药生物,Health Care
300677,医药生物,Health Care
300678,计算机,Computer
300679,电子,Electronics
300680,汽车,Automobile
300681,汽车,Automobile
300682,计算机,Computer
300683,医药生物,Health Care
300684,电子,Electronics
300685,医药生物,Health Care
300686,电子,Electronics
300687,计算机,Computer
300688,综合,Conglomerate
300689,通信,Telecommunication
300690,化工,Chemicals
300691,电子,Electronics
300692,公用事业,Utilities
300693,电气设备,Electrical Equipment
300694,汽车,Automobile
300695,汽车,Automobile
300696,国防军工,Military
300697,有色金属,Nonferrous Metal
300698,通信,Telecommunication
300699,化工,Chemicals
300700,机械设备,Machinery Equipment
300701,电子,Electronics
300702,医药生物,Health Care
300703,轻工制造,Light-industry Manufacturing
300705,医药生物,Health Care
300706,电子,Electronics
300707,汽车,Automobile
300708,电子,Electronics
300709,电子,Electronics
300710,通信,Telecommunication
300711,通信,Telecommunication
300712,建筑装饰,Construction Decoration
300713,电气设备,Electrical Equipment
300715,建筑材料,Construction Materials
300716,化工,Chemicals
300717,化工,Chemicals
300718,机械设备,Machinery Equipment
300719,国防军工,Military
300720,机械设备,Machinery Equipment
300721,化工,Chemicals
300722,国防军工,Military
300723,医药生物,Health Care
300724,机械设备,Machinery Equipment
300725,医药生物,Health Care
300726,电子,Electronics
300727,化工,Chemicals
300729,轻工制造,Light-industry Manufacturing
300730,计算机,Computer
300731,化工,Chemicals
300732,建筑装饰,Construction Decoration
300733,汽车,Automobile
300735,电子,Electronics
300736,电子,Electronics
300737,建筑材料,Construction Materials
300738,计算机,Computer
300739,电子,Electronics
300740,化工,Chemicals
300741,食品饮料,Food and Beverage
300742,汽车,Automobile
300743,化工,Chemicals
300745,电气设备,Electrical Equipment
300746,建筑装饰,Construction Decoration
300747,电子,Electronics
300748,有色金属,Nonferrous Metal
300749,轻工制造,Light-industry Manufacturing
300750,电气设备,Electrical Equipment
300751,机械设备,Machinery Equipment
300752,电子,Electronics
300753,医药生物,Health Care
300755,商业贸易,Commerce
300756,机械设备,Machinery Equipment
300757,机械设备,Machinery Equipment
300758,化工,Chemicals
300759,医药生物,Health Care
300760,医药生物,Health Care
300761,农林牧渔,Agriculture
300762,国防军工,Military
300763,电气设备,Electrical Equipment
300765,医药生物,Health Care
300766,计算机,Computer
300767,化工,Chemicals
300768,计算机,Computer
300769,化工,Chemicals
300770,传媒,Media
300771,计算机,Computer
300772,电气设备,Electrical Equipment
300773,计算机,Computer
300775,国防军工,Military
300776,机械设备,Machinery Equipment
300777,化工,Chemicals
300778,建筑装饰,Construction Decoration
300779,公用事业,Utilities
300780,机械设备,Machinery Equipment
300781,传媒,Media
300782,电子,Electronics
300783,食品饮料,Food and Beverage
300785,传媒,Media
300786,机械设备,Machinery Equipment
300787,电子,Electronics
300788,传媒,Media
300789,计算机,Computer
300790,电子,Electronics
300791,食品饮料,Food and Beverage
300792,传媒,Media
300793,电子,Electronics
300795,休闲服务,Leisure Services
300796,化工,Chemicals
300797,综合,Conglomerate
300798,化工,Chemicals
300799,计算机,Computer
300800,机械设备,Machinery Equipment
300801,化工,Chemicals
300802,机械设备,Machinery Equipment
300803,计算机,Computer
300805,传媒,Media
300806,化工,Chemicals
300807,计算机,Computer
300808,电子,Electronics
300809,机械设备,Machinery Equipment
300810,国防军工,Military
300811,有色金属,Nonferrous Metal
300812,机械设备,Machinery Equipment
300813,机械设备,Machinery Equipment
300815,公用事业,Utilities
300816,汽车,Automobile
300817,机械设备,Machinery Equipment
300818,机械设备,Machinery Equipment
300819,纺织服装,Textile and Apparel
300820,电气设备,Electrical Equipment
300821,化工,Chemicals
300822,电子,Electronics
300823,机械设备,Machinery Equipment
300824,家用电器,Household Appliances
300825,汽车,Automobile
300826,建筑装饰,Construction Decoration
300827,电气设备,Electrical Equipment
300828,有色金属,Nonferrous Metal
300829,农林牧渔,Agriculture
300830,计算机,Computer
300831,电子,Electronics
300832,医药生物,Health Care
300833,机械设备,Machinery Equipment
300835,有色金属,Nonferrous Metal
300836,机械设备,Machinery Equipment
300837,机械设备,Machinery Equipment
300838,机械设备,Machinery Equipment
300839,化工,Chemicals
300840,纺织服装,Textile and Apparel
300841,医药生物,Health Care
300842,电子,Electronics
300843,电子,Electronics
300845,计算机,Computer
300846,计算机,Computer
300847,化工,Chemicals
300848,化工,Chemicals
300849,轻工制造,Light-industry Manufacturing
300850,电气设备,Electrical Equipment
300851,机械设备,Machinery Equipment
300852,电子,Electronics
300853,机械设备,Machinery Equipment
300855,有色金属,Nonferrous Metal
300856,化工,Chemicals
300857,电子,Electronics
300858,食品饮料,Food and Beverage
300859,休闲服务,Leisure Services
300860,休闲服务,Leisure Services
300861,机械设备,Machinery Equipment
300862,机械设备,Machinery Equipment
300863,汽车,Automobile
300864,公用事业,Utilities
300865,机械设备,Machinery Equipment
300866,电子,Electronics
300867,公用事业,Utilities
300868,电子,Electronics
300869,医药生物,Health Care
300870,电气设备,Electrical Equipment
300871,农林牧渔,Agriculture
300872,计算机,Computer
300873,交通运输,Transportation
300875,国防军工,Military
300876,化工,Chemicals
300877,纺织服装,Textile and Apparel
300878,医药生物,Health Care
300879,机械设备,Machinery Equipment
300880,电气设备,Electrical Equipment
300881,钢铁,Steel
300882,电气设备,Electrical Equipment
300883,轻工制造,Light-industry Manufacturing
300884,计算机,Computer
300885,机械设备,Machinery Equipment
300886,化工,Chemicals
300887,综合,Conglomerate
300888,纺织服装,Textile and Apparel
300889,电子,Electronics
300890,化工,Chemicals
300891,化工,Chemicals
300892,食品饮料,Food and Beverage
300893,汽车,Automobile
300894,家用电器,Household Appliances
300895,计算机,Computer
300896,医药生物,Health Care
300897,机械设备,Machinery Equipment
300898,食品饮料,Food and Beverage
300899,公用事业,Utilities
300900,国防军工,Military
300901,纺织服装,Textile and Apparel
300902,机械设备,Machinery Equipment
300903,电子,Electronics
300905,化工,Chemicals
300906,机械设备,Machinery Equipment
300907,电气设备,Electrical Equipment
300908,食品饮料,Food and Beverage
300909,电子,Electronics
300910,化工,Chemicals
300911,家用电器,Household Appliances
300912,汽车,Automobile
300913,通信,Telecommunication
300915,食品饮料,Food and Beverage
300916,电子,Electronics
300917,房地产,Real Estate
300918,纺织服装,Textile and Apparel
300919,化工,Chemicals
300920,化工,Chemicals
300921,通信,Telecommunication
300922,国防军工,Military
300923,机械设备,Machinery Equipment
300925,计算机,Computer
300926,汽车,Automobile
300927,化工,Chemicals
300928,汽车,Automobile
300929,公用事业,Utilities
300930,有色金属,Nonferrous Metal
300931,机械设备,Machinery Equipment
300932,电气设备,Electrical Equipment
300933,电气设备,Electrical Equipment
300935,计算机,Computer
300936,电子,Electronics
300937,医药生物,Health Care
300938,综合,Conglomerate
300939,电子,Electronics
300999,农林牧渔,Agriculture
600000,银行,Banking
600004,交通运输,Transportation
600006,汽车,Automobile
600007,房地产,Real Estate
600008,公用事业,Utilities
600009,交通运输,Transportation
600010,钢铁,Steel
600011,公用事业,Utilities
600012,交通运输,Transportation
600015,银行,Banking
600016,银行,Banking
600017,交通运输,Transportation
600018,交通运输,Transportation
600019,钢铁,Steel
600020,交通运输,Transportation
600021,公用事业,Utilities
600022,钢铁,Steel
600023,公用事业,Utilities
600025,公用事业,Utilities
600026,交通运输,Transportation
600027,公用事业,Utilities
600028,化工,Chemicals
600029,交通运输,Transportation
600030,非银金融,Non-bank Finance
600031,机械设备,Machinery Equipment
600033,交通运输,Transportation
600035,交通运输,Transportation
600036,银行,Banking
600037,传媒,Media
600038,国防军工,Military
600039,建筑装饰,Construction Decoration
600048,房地产,Real Estate
600050,通信,Telecommunication
600051,综合,Conglomerate
600052,传媒,Media
600053,非银金融,Non-bank Finance
600054,休闲服务,Leisure Services
600055,医药生物,Health Care
600056,医药生物,Health Care
600057,交通运输,Transportation
600058,商业贸易,Commerce
600059,食品饮料,Food and Beverage
600060,家用电器,Household Appliances
600061,非银金融,Non-bank Finance
600062,医药生物,Health Care
600063,化工,Chemicals
600064,房地产,Real Estate
600066,汽车,Automobile
600067,房地产,Real Estate
600068,建筑装饰,Construction Decoration
600070,综合,Conglomerate
600071,电子,Electronics
600072,国防军工,Military
600073,食品饮料,Food and Beverage
600075,化工,Chemicals
600076,轻工制造,Light-industry Manufacturing
600077,房地产,Real Estate
600078,化工,Chemicals
600079,医药生物,Health Care
600080,医药生物,Health Care
600081,汽车,Automobile
600082,房地产,Real Estate
600083,综合,Conglomerate
600084,食品饮料,Food and Beverage
600085,医药生物,Health Care
600086,轻工制造,Light-industry Manufacturing
600087,交通运输,Transportation
600088,传媒,Media
600089,电气设备,Electrical Equipment
600090,医药生物,Health Care
600091,化工,Chemicals
600093,非银金融,Non-bank Finance
600094,房地产,Real Estate
600095,非银金融,Non-bank Finance
600096,化工,Chemicals
600097,农林牧渔,Agriculture
600098,公用事业,Utilities
600099,汽车,Automobile
600100,计算机,Computer
600101,公用事业,Utilities
600103,轻工制造,Light-industry Manufacturing
600104,汽车,Automobile
600105,通信,Telecommunication
600106,交通运输,Transportation
600107,纺织服装,Textile and Apparel
600108,农林牧渔,Agriculture
600109,非银金融,Non-bank Finance
600110,电子,Electronics
600111,有色金属,Nonferrous Metal
600112,电气设备,Electrical Equipment
600113,商业贸易,Commerce
600114,有色金属,Nonferrous Metal
600115,交通运输,Transportation
600116,公用事业,Utilities
600117,钢铁,Steel
600118,国防军工,Military
600119,交通运输,Transportation
600120,非银金融,Non-bank Finance
600121,采掘,Mining
600122,商业贸易,Commerce
600123,采掘,Mining
600125,交通运输,Transportation
600126,钢铁,Steel
600127,农林牧渔,Agriculture
600128,综合,Conglomerate
600129,医药生物,Health Care
600130,通信,Telecommunication
600131,公用事业,Utilities
600132,食品饮料,Food and Beverage
600133,建筑装饰,Construction Decoration
600135,轻工制造,Light-industry Manufacturing
600136,传媒,Media
600137,纺织服装,Textile and Apparel
600138,休闲服务,Leisure Services
600139,综合,Conglomerate
600141,化工,Chemicals
600143,化工,Chemicals
600145,商业贸易,Commerce
600146,纺织服装,Textile and Apparel
600148,汽车,Automobile
600149,综合,Conglomerate
600150,国防军工,Military
600151,电气设备,Electrical Equipment
600152,电子,Electronics
600153,交通运输,Transportation
600155,非银金融,Non-bank Finance
600156,纺织服装,Textile and Apparel
600157,采掘,Mining
600158,传媒,Media
600159,房地产,Real Estate
600160,化工,Chemicals
600161,医药生物,Health Care
600162,房地产,Real Estate
600163,公用事业,Utilities
600165,化工,Chemicals
600166,汽车,Automobile
600167,公用事业,Utilities
600168,公用事业,Utilities
600169,机械设备,Machinery Equipment
600170,建筑装饰,Construction Decoration
600171,电子,Electronics
600172,机械设备,Machinery Equipment
600173,房地产,Real Estate
600176,化工,Chemicals
600177,房地产,Real Estate
600178,汽车,Automobile
600179,交通运输,Transportation
600180,交通运输,Transportation
600182,化工,Chemicals
600183,电子,Electronics
600184,国防军工,Military
600185,房地产,Real Estate
600186,食品饮料,Food and Beverage
600187,公用事业,Utilities
600188,采掘,Mining
600189,食品饮料,Food and Beverage
600190,交通运输,Transportation
600191,农林牧渔,Agriculture
600192,电气设备,Electrical Equipment
600193,建筑装饰,Construction Decoration
600195,农林牧渔,Agriculture
600196,医药生物,Health Care
600197,食品饮料,Food and Beverage
600198,电子,Electronics
600199,食品饮料,Food and Beverage
600200,医药生物,Health Care
600201,农林牧渔,Agriculture
600202,电气设备,Electrical Equipment
600203,电子,Electronics
600206,有色金属,Nonferrous Metal
600207,电气设备,Electrical Equipment
600208,房地产,Real Estate
600209,建筑装饰,Construction Decoration
600210,轻工制造,Light-industry Manufacturing
600211,医药生物,Health Care
600212,综合,Conglomerate
600213,汽车,Automobile
600215,房地产,Real Estate
600216,医药生物,Health Care
600217,公用事业,Utilities
600218,机械设备,Machinery Equipment
600219,有色金属,Nonferrous Metal
600220,纺织服装,Textile and Apparel
600221,交通运输,Transportation
600222,医药生物,Health Care
600223,房地产,Real Estate
600225,房地产,Real Estate
600226,传媒,Media
600227,医药生物,Health Care
600228,化工,Chemicals
600229,传媒,Media
600230,化工,Chemicals
600231,钢铁,Steel
600232,纺织服装,Textile and Apparel
600233,交通运输,Transportation
600234,综合,Conglomerate
600235,轻工制造,Light-industry Manufacturing
600236,公用事业,Utilities
600237,电子,Electronics
600238,食品饮料,Food and Beverage
600239,房地产,Real Estate
600241,电气设备,Electrical Equipment
600242,传媒,Media
600243,机械设备,Machinery Equipment
600246,房地产,Real Estate
600247,商业贸易,Commerce
600248,建筑装饰,Construction Decoration
600249,化工,Chemicals
600250,商业贸易,Commerce
600251,农林牧渔,Agriculture
600252,医药生物,Health Care
600255,有色金属,Nonferrous Metal
600256,化工,Chemicals
600257,农林牧渔,Agriculture
600258,休闲服务,Leisure Services
600259,有色金属,Nonferrous Metal
600260,通信,Telecommunication
600261,电子,Electronics
600262,机械设备,Machinery Equipment
600265,农林牧渔,Agriculture
600266,房地产,Real Estate
600267,医药生物,Health Care
600268,电气设备,Electrical Equipment
600269,交通运输,Transportation
600271,计算机,Computer
600272,医药生物,Health Care
600273,化工,Chemicals
600275,农林牧渔,Agriculture
600276,医药生物,Health Care
600277,化工,Chemicals
600278,商业贸易,Commerce
600279,交通运输,Transportation
600280,商业贸易,Commerce
600281,综合,Conglomerate
600282,钢铁,Steel
600283,公用事业,Utilities
600284,建筑装饰,Construction Decoration
600285,医药生物,Health Care
600287,商业贸易,Commerce
600288,电子,Electronics
600289,通信,Telecommunication
600290,电气设备,Electrical Equipment
600291,非银金融,Non-bank Finance
600292,公用事业,Utilities
600293,通信,Telecommunication
600295,采掘,Mining
600297,汽车,Automobile
600298,农林牧渔,Agriculture
600299,化工,Chemicals
600300,食品饮料,Food and Beverage
600301,商业贸易,Commerce
600302,机械设备,Machinery Equipment
600303,汽车,Automobile
600305,食品饮料,Food and Beverage
600306,商业贸易,Commerce
600307,钢铁,Steel
600308,轻工制造,Light-industry Manufacturing
600309,化工,Chemicals
600310,公用事业,Utilities
600311,有色金属,Nonferrous Metal
600312,电气设备,Electrical Equipment
600313,农林牧渔,Agriculture
600315,化工,Chemicals
600316,国防军工,Military
600318,非银金融,Non-bank Finance
600319,化工,Chemicals
600320,机械设备,Machinery Equipment
600321,建筑材料,Construction Materials
600322,房地产,Real Estate
600323,公用事业,Utilities
600325,房地产,Real Estate
600326,建筑材料,Construction Materials
600327,汽车,Automobile
600328,化工,Chemicals
600329,医药生物,Health Care
600330,有色金属,Nonferrous Metal
600331,有色金属,Nonferrous Metal
600332,医药生物,Health Care
600333,公用事业,Utilities
600335,汽车,Automobile
600336,家用电器,Household Appliances
600337,轻工制造,Light-industry Manufacturing
600338,有色金属,Nonferrous Metal
600339,采掘,Mining
600340,房地产,Real Estate
600343,国防军工,Military
600345,通信,Telecommunication
600346,化工,Chemicals
600348,采掘,Mining
600350,交通运输,Transportation
600351,医药生物,Health Care
600352,化工,Chemicals
600353,电子,Electronics
600354,农林牧渔,Agriculture
600355,通信,Telecommunication
600356,轻工制造,Light-industry Manufacturing
600358,休闲服务,Leisure Services
600359,农林牧渔,Agriculture
600360,电子,Electronics
600361,商业贸易,Commerce
600362,有色金属,Nonferrous Metal
600363,电子,Electronics
600365,食品饮料,Food and Beverage
600366,有色金属,Nonferrous Metal
600367,化工,Chemicals
600368,交通运输,Transportation
600369,非银金融,Non-bank Finance
600370,纺织服装,Textile and Apparel
600371,农林牧渔,Agriculture
600372,国防军工,Military
600373,传媒,Media
600375,机械设备,Machinery Equipment
600376,房地产,Real Estate
600377,交通运输,Transportation
600378,化工,Chemicals
600379,电气设备,Electrical Equipment
600380,医药生物,Health Care
600381,食品饮料,Food and Beverage
600382,综合,Conglomerate
600383,房地产,Real Estate
600385,有色金属,Nonferrous Metal
600386,传媒,Media
600387,化工,Chemicals
600388,机械设备,Machinery Equipment
600389,化工,Chemicals
600390,非银金融,Non-bank Finance
600391,国防军工,Military
600392,有色金属,Nonferrous Metal
600393,房地产,Real Estate
600395,采掘,Mining
600396,公用事业,Utilities
600397,采掘,Mining
600398,纺织服装,Textile and Apparel
600399,钢铁,Steel
600400,纺织服装,Textile and Apparel
600403,采掘,Mining
600405,电气设备,Electrical Equipment
600406,电气设备,Electrical Equipment
600408,采掘,Mining
600409,化工,Chemicals
600410,计算机,Computer
600415,商业贸易,Commerce
600416,电气设备,Electrical Equipment
600418,汽车,Automobile
600419,食品饮料,Food and Beverage
600420,医药生物,Health Care
600421,机械设备,Machinery Equipment
600422,医药生物,Health Care
600423,化工,Chemicals
600425,建筑材料,Construction Materials
600426,化工,Chemicals
600428,交通运输,Transportation
600429,食品饮料,Food and Beverage
600433,轻工制造,Light-industry Manufacturing
600435,国防军工,Military
600436,医药生物,Health Care
600438,电气设备,Electrical Equipment
600439,轻工制造,Light-industry Manufacturing
600444,机械设备,Machinery Equipment
600446,计算机,Computer
600448,纺织服装,Textile and Apparel
600449,建筑材料,Construction Materials
600452,公用事业,Utilities
600455,传媒,Media
600456,有色金属,Nonferrous Metal
600458,化工,Chemicals
600459,有色金属,Nonferrous Metal
600460,电子,Electronics
600461,公用事业,Utilities
600462,通信,Telecommunication
600463,房地产,Real Estate
600466,房地产,Real Estate
600467,农林牧渔,Agriculture
600468,电气设备,Electrical Equipment
600469,化工,Chemicals
600470,化工,Chemicals
600475,电气设备,Electrical Equipment
600476,计算机,Computer
600477,建筑装饰,Construction Decoration
600478,电子,Electronics
600479,医药生物,Health Care
600480,汽车,Automobile
600481,机械设备,Machinery Equipment
600482,国防军工,Military
600483,公用事业,Utilities
600485,通信,Telecommunication
600486,化工,Chemicals
600487,通信,Telecommunication
600488,医药生物,Health Care
600489,有色金属,Nonferrous Metal
600490,有色金属,Nonferrous Metal
600491,建筑装饰,Construction Decoration
600493,纺织服装,Textile and Apparel
600495,机械设备,Machinery Equipment
600496,建筑装饰,Construction Decoration
600497,有色金属,Nonferrous Metal
600498,通信,Telecommunication
600499,机械设备,Machinery Equipment
600500,化工,Chemicals
600501,机械设备,Machinery Equipment
600502,建筑装饰,Construction Decoration
600503,房地产,Real Estate
600505,公用事业,Utilities
600506,农林牧渔,Agriculture
600507,钢铁,Steel
600508,采掘,Mining
600509,公用事业,Utilities
600510,房地产,Real Estate
600511,医药生物,Health Care
600512,建筑装饰,Construction Decoration
600513,医药生物,Health Care
600515,房地产,Real Estate
600516,有色金属,Nonferrous Metal
600517,电气设备,Electrical Equipment
600518,医药生物,Health Care
600519,食品饮料,Food and Beverage
600520,机械设备,Machinery Equipment
600521,医药生物,Health Care
600522,通信,Telecommunication
600523,汽车,Automobile
600525,电气设备,Electrical Equipment
600526,机械设备,Machinery Equipment
600527,化工,Chemicals
600528,机械设备,Machinery Equipment
600529,医药生物,Health Care
600530,医药生物,Health Care
600531,有色金属,Nonferrous Metal
600532,采掘,Mining
600533,房地产,Real Estate
600535,医药生物,Health Care
600536,计算机,Computer
600537,电气设备,Electrical Equipment
600538,医药生物,Health Care
600539,轻工制造,Light-industry Manufacturing
600540,农林牧渔,Agriculture
600543,食品饮料,Food and Beverage
600545,机械设备,Machinery Equipment
600546,采掘,Mining
600547,有色金属,Nonferrous Metal
600548,交通运输,Transportation
600549,有色金属,Nonferrous Metal
600550,电气设备,Electrical Equipment
600551,传媒,Media
600552,电子,Electronics
600555,休闲服务,Leisure Services
600556,传媒,Media
600557,医药生物,Health Care
600558,机械设备,Machinery Equipment
600559,食品饮料,Food and Beverage
600560,机械设备,Machinery Equipment
600561,交通运输,Transportation
600562,国防军工,Military
600563,电子,Electronics
600565,房地产,Real Estate
600566,医药生物,Health Care
600567,轻工制造,Light-industry Manufacturing
600568,房地产,Real Estate
600569,钢铁,Steel
600570,计算机,Computer
600571,计算机,Computer
600572,医药生物,Health Care
600573,食品饮料,Food and Beverage
600575,交通运输,Transportation
600576,传媒,Media
600577,电气设备,Electrical Equipment
600578,公用事业,Utilities
600579,机械设备,Machinery Equipment
600580,电气设备,Electrical Equipment
600581,钢铁,Steel
600582,机械设备,Machinery Equipment
600583,采掘,Mining
600584,电子,Electronics
600585,建筑材料,Construction Materials
600586,建筑材料,Construction Materials
600587,医药生物,Health Care
600588,计算机,Computer
600589,化工,Chemicals
600590,电气设备,Electrical Equipment
600592,机械设备,Machinery Equipment
600593,休闲服务,Leisure Services
600594,医药生物,Health Care
600595,有色金属,Nonferrous Metal
600596,化工,Chemicals
600597,食品饮料,Food and Beverage
600598,农林牧渔,Agriculture
600599,非银金融,Non-bank Finance
600600,食品饮料,Food and Beverage
600601,电子,Electronics
600602,计算机,Computer
600603,综合,Conglomerate
600604,房地产,Real Estate
600605,商业贸易,Commerce
600606,房地产,Real Estate
600608,商业贸易,Commerce
600609,汽车,Automobile
600610,建筑装饰,Construction Decoration
600611,交通运输,Transportation
600612,轻工制造,Light-industry Manufacturing
600613,医药生物,Health Care
600614,有色金属,Nonferrous Metal
600615,有色金属,Nonferrous Metal
600616,食品饮料,Food and Beverage
600617,公用事业,Utilities
600618,化工,Chemicals
600619,家用电器,Household Appliances
600620,综合,Conglomerate
600621,非银金融,Non-bank Finance
600622,房地产,Real Estate
600623,化工,Chemicals
600624,综合,Conglomerate
600626,汽车,Automobile
600628,商业贸易,Commerce
600629,建筑装饰,Construction Decoration
600630,纺织服装,Textile and Apparel
600633,传媒,Media
600634,传媒,Media
600635,公用事业,Utilities
600636,传媒,Media
600637,传媒,Media
600638,房地产,Real Estate
600639,房地产,Real Estate
600640,传媒,Media
600641,房地产,Real Estate
600642,公用事业,Utilities
600643,非银金融,Non-bank Finance
600644,公用事业,Utilities
600645,医药生物,Health Care
600647,房地产,Real Estate
600648,房地产,Real Estate
600649,房地产,Real Estate
600650,交通运输,Transportation
600651,电子,Electronics
600652,传媒,Media
600653,汽车,Automobile
600654,计算机,Computer
600655,商业贸易,Commerce
600657,房地产,Real Estate
600658,房地产,Real Estate
600660,汽车,Automobile
600661,传媒,Media
600662,交通运输,Transportation
600663,房地产,Real Estate
600664,医药生物,Health Care
600665,房地产,Real Estate
600666,电子,Electronics
600667,电子,Electronics
600668,建筑材料,Construction Materials
600671,医药生物,Health Care
600673,医药生物,Health Care
600674,公用事业,Utilities
600675,房地产,Real Estate
600676,汽车,Automobile
600677,国防军工,Military
600678,建筑材料,Construction Materials
600679,汽车,Automobile
600681,公用事业,Utilities
600682,医药生物,Health Care
600683,房地产,Real Estate
600684,房地产,Real Estate
600685,国防军工,Military
600686,汽车,Automobile
600687,有色金属,Nonferrous Metal
600688,化工,Chemicals
600689,纺织服装,Textile and Apparel
600690,家用电器,Household Appliances
600691,化工,Chemicals
600692,房地产,Real Estate
600693,商业贸易,Commerce
600694,商业贸易,Commerce
600695,非银金融,Non-bank Finance
600696,非银金融,Non-bank Finance
600697,商业贸易,Commerce
600698,汽车,Automobile
600699,汽车,Automobile
600701,计算机,Computer
600702,食品饮料,Food and Beverage
600703,电子,Electronics
600704,交通运输,Transportation
600705,非银金融,Non-bank Finance
600706,休闲服务,Leisure Services
600707,电子,Electronics
600708,房地产,Real Estate
600710,商业贸易,Commerce
600711,有色金属,Nonferrous Metal
600712,商业贸易,Commerce
600713,医药生物,Health Care
600714,化工,Chemicals
600715,传媒,Media
600716,房地产,Real Estate
600717,交通运输,Transportation
600718,计算机,Computer
600719,公用事业,Utilities
600720,建筑材料,Construction Materials
600721,医药生物,Health Care
600722,化工,Chemicals
600723,商业贸易,Commerce
600724,房地产,Real Estate
600725,采掘,Mining
600726,公用事业,Utilities
600727,化工,Chemicals
600728,计算机,Computer
600729,商业贸易,Commerce
600730,综合,Conglomerate
600731,化工,Chemicals
600732,电气设备,Electrical Equipment
600733,汽车,Automobile
600734,通信,Telecommunication
600735,轻工制造,Light-industry Manufacturing
600736,房地产,Real Estate
600737,农林牧渔,Agriculture
600738,商业贸易,Commerce
600739,医药生物,Health Care
600740,采掘,Mining
600741,汽车,Automobile
600742,汽车,Automobile
600743,房地产,Real Estate
600744,公用事业,Utilities
600745,电子,Electronics
600746,化工,Chemicals
600748,房地产,Real Estate
600749,休闲服务,Leisure Services
600750,医药生物,Health Care
600751,电子,Electronics
600753,商业贸易,Commerce
600754,休闲服务,Leisure Services
600755,商业贸易,Commerce
600756,计算机,Computer
600757,传媒,Media
600758,采掘,Mining
600759,采掘,Mining
600760,国防军工,Military
600761,机械设备,Machinery Equipment
600763,医药生物,Health Care
600764,国防军工,Military
600765,国防军工,Military
600766,有色金属,Nonferrous Metal
600767,医药生物,Health Care
600768,有色金属,Nonferrous Metal
600769,建筑装饰,Construction Decoration
600770,综合,Conglomerate
600771,医药生物,Health Care
600773,房地产,Real Estate
600774,商业贸易,Commerce
600775,通信,Telecommunication
600776,通信,Telecommunication
600777,采掘,Mining
600778,商业贸易,Commerce
600779,食品饮料,Food and Beverage
600780,公用事业,Utilities
600781,医药生物,Health Care
600782,钢铁,Steel
600783,非银金融,Non-bank Finance
600784,综合,Conglomerate
600785,商业贸易,Commerce
600787,交通运输,Transportation
