,jq_l1_industry_code,jq_l1_industry_name,jq_l2_industry_code,jq_l2_industry_name,sw_l1_industry_code,sw_l1_industry_name,sw_l2_industry_code,sw_l2_industry_name,sw_l2_industry_code,sw_l2_industry_name,zjw_industry_code,zjw_industry_name
300333.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801750,计算机I,801101,计算机设备II,851021,计算机设备III,I65,软件和信息技术服务业
300334.XSHE,HY003,工业指数,HY427,工业机械指数,801160,公用事业I,801162,环保工程及服务II,851641,环保工程及服务III,C35,专用设备制造业
300335.XSHE,HY003,工业指数,HY587,独立电力生产商与能源贸易商指数,801160,公用事业I,801162,环保工程及服务II,851641,环保工程及服务III,D44,电力、热力生产和供应业
300336.XSHE,HY004,可选消费指数,HY460,广告指数,801760,传媒I,801751,营销传播II,852243,营销服务III,R86,广播、电视、电影和影视录音制作业
300337.XSHE,HY002,材料指数,HY413,铝指数,801050,有色金属I,801055,工业金属II,850551,铝III,C32,有色金属冶炼和压延加工业
300338.XSHE,HY004,可选消费指数,HY574,教育服务指数,801760,传媒I,801761,文化传媒II,852244,其他文化传媒III,P82,教育
300339.XSHE,HY008,信息技术指数,HY512,数据处理与外包服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300340.XSHE,HY002,材料指数,HY409,特种化工指数,801080,电子I,801082,其他电子II,850841,其他电子III,C38,电气机械和器材制造业
300341.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801890,机械设备I,801073,仪器仪表II,850731,仪器仪表III,C38,电气机械和器材制造业
300342.XSHE,HY003,工业指数,HY427,工业机械指数,801110,家用电器I,801111,白色家电II,851115,家电零部件III,C38,电气机械和器材制造业
300343.XSHE,HY004,可选消费指数,HY460,广告指数,801760,传媒I,801751,营销传播II,852243,营销服务III,I64,互联网和相关服务
300344.XSHE,HY003,工业指数,HY421,建筑产品指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,L72,商务服务业
300345.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850713,磨具磨料III,C33,金属制品业
300346.XSHE,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801081,半导体II,850813,半导体材料III,C39,计算机、通信和其他电子设备制造业
300347.XSHE,HY006,医疗保健指数,HY579,生命科学工具和服务指数,801150,医药生物I,801156,医疗服务II,851561,医疗服务III,Q83,卫生
300348.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
300349.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801073,仪器仪表II,850731,仪器仪表III,I65,软件和信息技术服务业
300350.XSHE,HY003,工业指数,HY434,航空货运与物流指数,801170,交通运输I,801178,物流II,851781,物流III,I65,软件和信息技术服务业
300351.XSHE,HY008,信息技术指数,HY519,电子元件指数,801890,机械设备I,801076,运输设备II,850936,铁路设备III,C39,计算机、通信和其他电子设备制造业
300352.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
300353.XSHE,HY008,信息技术指数,HY516,通信设备指数,801770,通信I,801102,通信设备II,851013,通信传输设备III,C39,计算机、通信和其他电子设备制造业
300354.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801890,机械设备I,801073,仪器仪表II,850731,仪器仪表III,C40,仪器仪表制造业
300355.XSHE,HY003,工业指数,HY422,建筑与工程指数,801720,建筑装饰I,801725,园林工程II,857251,园林工程III,N77,生态保护和环境治理业
300356.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801732,电气自动化设备II,857323,计量仪表III,C38,电气机械和器材制造业
300357.XSHE,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801152,生物制品II,851531,生物制品III,C27,医药制造业
300358.XSHE,HY003,工业指数,HY427,工业机械指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
300359.XSHE,HY004,可选消费指数,HY574,教育服务指数,801760,传媒I,801752,互联网传媒II,852222,移动互联网服务III,I65,软件和信息技术服务业
300360.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801732,电气自动化设备II,857323,计量仪表III,C40,仪器仪表制造业
300362.XSHE,HY003,工业指数,HY432,环境与设施服务指数,801890,机械设备I,801074,专用设备II,850729,环保设备III,C34,通用设备制造业
300363.XSHE,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801151,化学制药II,851511,化学原料药III,C27,医药制造业
300364.XSHE,HY004,可选消费指数,HY463,出版指数,801760,传媒I,801761,文化传媒II,852241,平面媒体III,R85,新闻和出版业
300365.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300366.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
300367.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,C39,计算机、通信和其他电子设备制造业
300368.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801750,计算机I,801101,计算机设备II,851021,计算机设备III,C35,专用设备制造业
300369.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
300370.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801890,机械设备I,801073,仪器仪表II,850731,仪器仪表III,C40,仪器仪表制造业
300371.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801073,仪器仪表II,850731,仪器仪表III,C40,仪器仪表制造业
300372.XSHE,,,,,,,,,,,C38,电气机械和器材制造业
300373.XSHE,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801081,半导体II,850812,分立器件III,C39,计算机、通信和其他电子设备制造业
300374.XSHE,HY003,工业指数,HY421,建筑产品指数,801710,建筑材料I,801713,其他建材II,850615,耐火材料III,C30,非金属矿物制品业
300375.XSHE,HY004,可选消费指数,HY443,轮胎与橡胶指数,801880,汽车I,801093,汽车零部件II,850921,汽车零部件III,C29,橡胶和塑料制品业
300376.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801733,电源设备II,857335,储能设备III,C38,电气机械和器材制造业
300377.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
300378.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
300379.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
300380.XSHE,HY008,信息技术指数,HY513,应用软件指数,801750,计算机I,801222,计算机应用II,852225,软件开发III,I65,软件和信息技术服务业
300381.XSHE,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801152,生物制品II,851531,生物制品III,C27,医药制造业
300382.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
300383.XSHE,HY008,信息技术指数,HY510,互联网软件与服务指数,801770,通信I,801102,通信设备II,851014,通信配套服务III,I65,软件和信息技术服务业
300384.XSHE,HY003,工业指数,HY591,调查和咨询服务指数,801720,建筑装饰I,801724,专业工程II,857242,化学工程III,M74,专业技术服务业
300385.XSHE,HY003,工业指数,HY432,环境与设施服务指数,801890,机械设备I,801074,专用设备II,850729,环保设备III,C35,专用设备制造业
300386.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801750,计算机I,801101,计算机设备II,851021,计算机设备III,I65,软件和信息技术服务业
300387.XSHE,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
300388.XSHE,HY003,工业指数,HY432,环境与设施服务指数,801160,公用事业I,801164,水务II,851621,水务III,N77,生态保护和环境治理业
300389.XSHE,HY008,信息技术指数,HY524,半导体产品指数,801080,电子I,801084,光学光电子II,850832,LEDIII,C39,计算机、通信和其他电子设备制造业
300390.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801080,电子I,801082,其他电子II,850841,其他电子III,C39,计算机、通信和其他电子设备制造业
300391.XSHE,HY003,工业指数,HY426,建筑机械与重型卡车指数,801890,机械设备I,801072,通用机械II,850714,内燃机III,C38,电气机械和器材制造业
300392.XSHE,HY004,可选消费指数,HY460,广告指数,801760,传媒I,801751,营销传播II,852243,营销服务III,I64,互联网和相关服务
300393.XSHE,HY008,信息技术指数,HY524,半导体产品指数,801730,电气设备I,801733,电源设备II,857333,光伏设备III,C39,计算机、通信和其他电子设备制造业
300394.XSHE,HY008,信息技术指数,HY516,通信设备指数,801770,通信I,801102,通信设备II,851013,通信传输设备III,C39,计算机、通信和其他电子设备制造业
300395.XSHE,HY002,材料指数,HY414,金属非金属指数,801050,有色金属I,801051,金属非金属新材料II,850523,非金属新材料III,C30,非金属矿物制品业
300396.XSHE,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C35,专用设备制造业
300397.XSHE,HY003,工业指数,HY420,航天航空与国防指数,801740,国防军工I,801742,航空装备II,857421,航空装备III,C39,计算机、通信和其他电子设备制造业
300398.XSHE,HY002,材料指数,HY409,特种化工指数,801030,化工I,801034,化学制品II,850335,涂料油漆油墨制造III,C26,化学原料和化学制品制造业
300399.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
300400.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801072,通用机械II,850716,其它通用机械III,C35,专用设备制造业
300401.XSHE,HY006,医疗保健指数,HY492,西药指数,801150,医药生物I,801151,化学制药II,851511,化学原料药III,C14,食品制造业
300402.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801075,金属制品II,850751,金属制品III,C35,专用设备制造业
300403.XSHE,HY004,可选消费指数,HY449,家用电器指数,801110,家用电器I,801111,白色家电II,851115,家电零部件III,C38,电气机械和器材制造业
300404.XSHE,HY006,医疗保健指数,HY579,生命科学工具和服务指数,801150,医药生物I,801156,医疗服务II,851561,医疗服务III,M73,研究和试验发展
300405.XSHE,HY002,材料指数,HY405,基础化工指数,801030,化工I,801034,化学制品II,850339,其他化学制品III,C26,化学原料和化学制品制造业
300406.XSHE,HY006,医疗保健指数,HY491,生物科技指数,801150,医药生物I,801153,医疗器械II,851551,医疗器械III,C27,医药制造业
300407.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801730,电气设备I,801732,电气自动化设备II,857321,电网自动化III,C38,电气机械和器材制造业
300408.XSHE,HY008,信息技术指数,HY519,电子元件指数,801080,电子I,801083,元件II,850823,被动元件III,C39,计算机、通信和其他电子设备制造业
300409.XSHE,HY002,材料指数,HY409,特种化工指数,801030,化工I,801033,化学原料II,850324,其他化学原料III,C30,非金属矿物制品业
300410.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801890,机械设备I,801073,仪器仪表II,850731,仪器仪表III,C35,专用设备制造业
300411.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C34,通用设备制造业
300412.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
300413.XSHE,HY004,可选消费指数,HY462,电影与娱乐指数,801760,传媒I,801752,互联网传媒II,852221,互联网信息服务III,R87,文化艺术业
300414.XSHE,HY003,工业指数,HY423,电气部件与设备指数,801770,通信I,801102,通信设备II,851014,通信配套服务III,C39,计算机、通信和其他电子设备制造业
300415.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801074,专用设备II,850727,其它专用机械III,C35,专用设备制造业
300416.XSHE,HY003,工业指数,HY427,工业机械指数,801890,机械设备I,801073,仪器仪表II,850731,仪器仪表III,C40,仪器仪表制造业
300417.XSHE,HY008,信息技术指数,HY596,电子设备和仪器指数,801890,机械设备I,801073,仪器仪表II,850731,仪器仪表III,C40,仪器仪表制造业
300418.XSHE,HY008,信息技术指数,HY515,家庭娱乐软件指数,801760,传媒I,801752,互联网传媒II,852222,移动互联网服务III,I64,互联网和相关服务
300419.XSHE,HY008,信息技术指数,HY511,信息科技咨询与其它服务指数,801750,计算机I,801222,计算机应用II,852226,IT服务III,I65,软件和信息技术服务业
