Date,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12
2008-02-29,0.011027139204563755,0.02972707950421112,0.03640052033701091,0.062023713065891356,0.07267517895335845,0.08939403247728114,0.08372272765625191,0.09097221376619888,0.09764043169953127,0.08341442914594109,-0.04665804073603375,-0.039715112916129267
2008-03-31,-0.0715747187916401,-0.2029612661891516,-0.18651894292931598,-0.21401057939404794,-0.21655341532373273,-0.20668348646028054,-0.20906132453114895,-0.21144982956888292,-0.22672681862142213,-0.23300946180713697,0.03906239967219664,-0.0015581486174487125
2008-04-30,-0.02401910891381425,-0.07031849496634615,-0.07408385517354812,-0.06351875540841094,-0.08326723940023573,-0.08823044635610958,-0.07858743450215264,-0.0804106467293105,-0.078662483698828,-0.07421327283267018,0.016979366051343148,-0.0007676896421435347
2008-05-30,-0.027918743659802583,-0.0344816327012314,-0.05606893006759426,-0.0642115871821699,-0.051991710452162845,-0.03212823700252687,-0.059629903756580574,-0.037960886182463946,-0.03210491789561267,-0.05544614000593107,-0.0034805038439691682,-0.012974133033584988
2008-06-30,-0.12938138447429992,-0.24003221249392231,-0.24958303593879072,-0.27166369759836556,-0.28068018840912273,-0.26934453157017185,-0.2829431284717187,-0.2818392106059963,-0.2923260866946073,-0.2985183736904528,0.05072616242368917,-0.014013837993010148
2008-07-31,0.01879101254793686,0.06419757109762549,0.05331218589837779,0.05916493415152686,0.06558922424610995,0.06572581101026623,0.09006404577623733,0.0641267772122555,0.0754931220343221,0.08195215245220085,-0.023261396108741006,-0.007270190453876307
2008-08-29,-0.11678494696461947,-0.2105440651656572,-0.2305266268341395,-0.2153683391175333,-0.23390061831790676,-0.23919282385856258,-0.2533870468501442,-0.2682592515126282,-0.2821100570466336,-0.27954340781405335,0.06307359813643312,0.008038608995944885
2008-09-26,-0.07551322190035639,-0.13285249233937696,-0.1066411349308494,-0.09757949046005242,-0.08510093735520122,-0.0917820694561905,-0.09068574551594526,-0.09081418129699842,-0.08124274292752752,-0.07339226015618883,-0.013954055526597165,-0.059028900652056446
2008-10-31,-0.10497089405586404,-0.25731350028874006,-0.2644044857525933,-0.26797581790675973,-0.26255393026523133,-0.27676948910097443,-0.26858824439512136,-0.2765024752421145,-0.29974658652251546,-0.3096161683347282,0.05480086706525311,-0.0018835200863692725
2008-11-28,0.02127137271342131,0.13392727160345666,0.15301645117494894,0.14358592615921023,0.18775887280283646,0.1644368278580779,0.18436026315658455,0.17016030920995856,0.19590081175257917,0.17226888056997147,-0.049513439618659616,-0.03007346498121824
2008-12-31,0.061438992595368516,0.10365373290786073,0.06557915094826972,0.042669282861881,0.02438038318024247,0.028716550108301014,0.013121625148030986,0.006428830493704637,0.01783301700350823,-0.006587013081697464,0.047641706564355,0.09156735532322323
2009-01-23,0.06958827662061921,0.17311400677048214,0.1694656836587699,0.19332220554425258,0.22289904675384198,0.21650327794266683,0.23167456290158395,0.22671067300967168,0.21839990322039268,0.2334641539089525,-0.05967267032706038,-0.025197204743158258
2009-02-27,0.06175561862357759,0.0853176665293507,0.08925444490887469,0.07702715151722411,0.0700898696819981,0.07780092101185905,0.06051579837616033,0.06136745369629084,0.06000033266675489,0.048658482311921304,0.015020352639607748,0.04883220581859618
2009-03-31,0.08979053213148266,0.18928606402281406,0.15508190865796184,0.18992712925526178,0.19246723547645342,0.21563872365291598,0.2192654910232869,0.22906394783367365,0.23866891953599412,0.22958901384150443,-0.06313464526868029,-0.015219719216063188
2009-04-30,0.0660182881337412,0.05516402763765632,0.04417049316471926,0.05616103427762701,0.05295212465336728,0.07450974618182847,0.04900300959223351,0.03740196531064555,0.026417577666639352,0.04090709366496739,0.009245315090159351,0.04276205787686804
2009-05-27,0.021025898929942943,0.054270800525256055,0.046863327338403184,0.06976919435693593,0.07349010223249218,0.06004908434266158,0.06162095599522831,0.07703212788375838,0.06826402548726843,0.07022829421735982,-0.014355032908649246,-0.005860062719923134
2009-06-30,0.08721055973177427,0.08869166653063348,0.07506054446861048,0.06316030302246756,0.06143967290176383,0.05235008056400588,0.05477423829808231,0.05711293197060563,0.04611412023920518,0.06386867142263553,0.020268540832143023,0.05694301320756129
2009-07-31,0.052188961660258194,0.10220317340798639,0.11612255960786881,0.13629869758608043,0.13328613086785024,0.12601709004436074,0.12506047045677865,0.13951349092067655,0.15704447808899147,0.17411189516208828,-0.03632958030857032,-0.020226286012898553
