KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,RMTREASNO,RMCRSPID,TMBIDYTM,TMASKYTM,TMYTM,TMDURATN
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2009/4/30,203923,20090730.4,1.32E-01,1.22E-01,1.27E-01,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2009/5/29,203931,20090827.4,1.37E-01,1.27E-01,1.32E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2009/6/30,206001,20091001.4,1.93E-01,1.77E-01,1.85E-01,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2009/7/31,206004,20091029.4,1.83E-01,1.72E-01,1.77E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2009/8/31,206007,20091127.4,1.42E-01,1.32E-01,1.37E-01,88
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2009/9/30,206011,20091231.4,1.17E-01,1.06E-01,1.12E-01,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2009/10/30,206014,20100128.4,5.07E-02,4.06E-02,4.56E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2009/11/30,206017,20100225.4,5.58E-02,4.56E-02,5.07E-02,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2009/12/31,206020,20100401.4,6.08E-02,5.07E-02,5.58E-02,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2010/1/29,206071,20100429.4,8.11E-02,7.10E-02,7.60E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2010/2/26,206079,20100527.4,1.22E-01,1.12E-01,1.17E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2010/3/31,206026,20100701.4,1.57E-01,1.47E-01,1.52E-01,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2010/4/30,206027,20100729.4,1.62E-01,1.52E-01,1.57E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2010/5/28,206028,20100826.4,1.62E-01,1.52E-01,1.57E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2010/6/30,206117,20100930.4,1.77E-01,1.67E-01,1.72E-01,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2010/7/30,206125,20101028.4,1.47E-01,1.37E-01,1.42E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2010/8/31,206134,20101126.4,1.22E-01,1.12E-01,1.17E-01,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2010/9/30,206146,20101230.4,1.62E-01,1.52E-01,1.57E-01,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2010/10/29,206154,20110127.4,1.22E-01,1.12E-01,1.17E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2010/11/30,206163,20110303.4,1.72E-01,1.62E-01,1.67E-01,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2010/12/31,206173,20110331.4,1.27E-01,1.17E-01,1.22E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2011/1/31,206181,20110428.4,1.47E-01,1.37E-01,1.42E-01,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2011/2/28,206189,20110526.4,1.42E-01,1.32E-01,1.37E-01,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2011/3/31,206147,20110630.4,1.01E-01,8.62E-02,9.38E-02,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2011/4/29,206156,20110728.4,4.56E-02,3.55E-02,4.06E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2011/5/31,206219,20110901.4,6.08E-02,4.06E-02,5.07E-02,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2011/6/30,206229,20110929.4,2.03E-02,1.01E-02,1.52E-02,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2011/7/29,206238,20111027.4,1.01E-01,8.62E-02,9.38E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2011/8/31,206247,20111201.4,1.52E-02,5.07E-03,1.01E-02,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2011/9/30,206258,20111229.4,2.53E-02,1.52E-02,2.03E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2011/10/31,206267,20120126.4,7.60E-03,-2.53E-03,2.53E-03,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2011/11/30,206279,20120301.4,5.07E-03,-5.07E-03,0.00E+00,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2011/12/30,206289,20120329.4,1.52E-02,5.07E-03,1.01E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2012/1/31,206240,20120503.4,6.08E-02,5.07E-02,5.58E-02,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2012/2/29,206248,20120531.4,8.11E-02,7.10E-02,7.60E-02,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2012/3/30,206260,20120628.4,7.60E-02,6.59E-02,7.10E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2012/4/30,206269,20120726.4,9.63E-02,8.62E-02,9.13E-02,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2012/5/31,206333,20120830.4,7.10E-02,6.08E-02,6.59E-02,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2012/6/29,206344,20120927.4,8.62E-02,8.11E-02,8.37E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2012/7/31,206354,20121101.4,1.01E-01,9.63E-02,9.89E-02,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2012/8/31,206363,20121129.4,9.13E-02,8.11E-02,8.62E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2012/9/28,206373,20121227.4,9.63E-02,8.62E-02,9.13E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2012/10/31,206438,20130131.4,1.17E-01,1.06E-01,1.12E-01,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2012/11/30,206521,20130228.4,8.11E-02,7.10E-02,7.60E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2012/12/31,206533,20130328.4,5.07E-02,4.06E-02,4.56E-02,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2013/1/31,206355,20130502.4,8.11E-02,6.59E-02,7.35E-02,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2013/2/28,206365,20130530.4,1.12E-01,1.01E-01,1.06E-01,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2013/3/28,206375,20130627.4,8.11E-02,7.10E-02,7.60E-02,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2013/4/30,206574,20130801.4,5.58E-02,5.07E-02,5.32E-02,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2013/5/31,206584,20130829.4,4.06E-02,3.04E-02,3.55E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2013/6/28,206596,20130926.4,4.06E-02,3.04E-02,3.55E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2013/7/31,206605,20131031.4,4.06E-02,3.04E-02,3.55E-02,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2013/8/30,206616,20131129.4,2.53E-02,2.03E-02,2.28E-02,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2013/9/30,206626,20131226.4,2.03E-02,1.01E-02,1.52E-02,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2013/10/31,206635,20140130.4,4.06E-02,3.04E-02,3.55E-02,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2013/11/29,206647,20140227.4,6.59E-02,5.58E-02,6.08E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2013/12/31,206598,20140403.4,7.10E-02,6.59E-02,6.84E-02,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2014/1/31,206606,20140501.4,2.03E-02,1.01E-02,1.52E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2014/2/28,206618,20140529.4,5.58E-02,4.56E-02,5.07E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2014/3/31,206628,20140626.4,3.55E-02,2.53E-02,3.04E-02,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2014/4/30,206693,20140731.4,4.06E-02,2.03E-02,3.04E-02,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2014/5/30,206703,20140828.4,3.55E-02,2.53E-02,3.04E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2014/6/30,206714,20140925.4,2.53E-02,2.03E-02,2.28E-02,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2014/7/31,206723,20141030.4,2.53E-02,2.03E-02,2.28E-02,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2014/8/29,206735,20141128.4,3.04E-02,2.03E-02,2.53E-02,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2014/9/30,206744,20141226.4,1.52E-02,5.07E-03,1.01E-02,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2014/10/31,206753,20150129.4,1.52E-02,5.07E-03,1.01E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2014/11/28,206763,20150226.4,1.52E-02,5.07E-03,1.01E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2014/12/31,206716,20150402.4,4.56E-02,3.55E-02,4.06E-02,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2015/1/30,206724,20150430.4,1.01E-02,0.00E+00,5.07E-03,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2015/2/27,206737,20150528.4,1.52E-02,5.07E-03,1.01E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2015/3/31,206800,20150702.4,3.04E-02,2.53E-02,2.79E-02,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2015/4/30,206809,20150730.4,1.01E-02,0.00E+00,5.07E-03,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2015/5/29,206818,20150827.4,1.01E-02,0.00E+00,5.07E-03,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2015/6/30,206830,20151001.4,2.53E-02,2.03E-02,2.28E-02,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2015/7/31,206838,20151029.4,6.59E-02,6.08E-02,6.34E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2015/8/31,206853,20151127.4,7.60E-03,-2.53E-03,2.53E-03,88
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2015/9/30,206864,20151231.4,1.01E-02,-5.07E-02,-2.03E-02,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2015/10/30,206872,20160128.4,8.11E-02,7.10E-02,7.60E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2015/11/30,206884,20160225.4,1.72E-01,1.57E-01,1.65E-01,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2015/12/31,206831,20160331.4,2.03E-01,1.52E-01,1.77E-01,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2016/1/29,206841,20160428.4,3.20E-01,3.09E-01,3.14E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2016/2/29,206855,20160526.4,3.25E-01,3.14E-01,3.19E-01,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2016/3/31,206920,20160630.4,2.03E-01,1.98E-01,2.00E-01,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2016/4/29,206934,20160728.4,2.23E-01,2.03E-01,2.13E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2016/5/31,206944,20160901.4,3.40E-01,3.30E-01,3.35E-01,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2016/6/30,206954,20160929.4,2.69E-01,2.59E-01,2.64E-01,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2016/7/29,206965,20161027.4,2.64E-01,2.43E-01,2.54E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2016/8/31,206975,20161201.4,3.35E-01,3.30E-01,3.32E-01,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2016/9/30,206985,20161229.4,2.84E-01,2.74E-01,2.79E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2016/10/31,206993,20170126.4,3.09E-01,2.99E-01,3.04E-01,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2016/11/30,206945,20170302.4,4.87E-01,4.82E-01,4.84E-01,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2016/12/30,206956,20170330.4,5.02E-01,4.92E-01,4.97E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2017/1/31,207022,20170504.4,5.23E-01,5.12E-01,5.17E-01,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2017/2/28,207030,20170601.4,6.19E-01,6.09E-01,6.14E-01,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2017/3/31,207040,20170629.4,7.56E-01,7.51E-01,7.54E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2017/4/28,207049,20170727.4,8.02E-01,7.87E-01,7.94E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2017/5/31,207060,20170831.4,9.75E-01,9.69E-01,9.72E-01,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2017/6/30,207071,20170928.4,1.02E+00,1.01E+00,1.02E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2017/7/31,207079,20171026.4,1.08E+00,1.07E+00,1.08E+00,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2017/8/31,207088,20171130.4,9.95E-01,9.90E-01,9.92E-01,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2017/9/29,207098,20171228.4,1.06E+00,1.05E+00,1.05E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2017/10/31,207051,20180201.4,1.15E+00,1.14E+00,1.14E+00,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2017/11/30,207061,20180301.4,1.26E+00,1.25E+00,1.26E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2017/12/29,207073,20180329.4,1.39E+00,1.38E+00,1.38E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2018/1/31,207144,20180503.4,1.46E+00,1.45E+00,1.46E+00,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2018/2/28,207144,20180503.4,1.55E+00,1.54E+00,1.54E+00,64
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2018/3/29,207161,20180628.4,1.71E+00,1.70E+00,1.70E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2018/4/30,207169,20180802.4,1.82E+00,1.81E+00,1.82E+00,94
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2018/5/31,207181,20180830.4,1.90E+00,1.89E+00,1.90E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2018/6/29,207191,20180927.4,1.92E+00,1.91E+00,1.91E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2018/7/31,207200,20181101.4,2.03E+00,2.02E+00,2.02E+00,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2018/8/31,207209,20181129.4,2.10E+00,2.09E+00,2.09E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2018/9/28,207219,20181227.4,2.20E+00,2.19E+00,2.20E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2018/10/31,207170,20190131.4,2.32E+00,2.32E+00,2.32E+00,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2018/11/30,207182,20190228.4,2.35E+00,2.34E+00,2.35E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2018/12/31,207193,20190328.4,2.36E+00,2.35E+00,2.35E+00,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2019/1/31,207262,20190502.4,2.39E+00,2.37E+00,2.38E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2019/2/28,207277,20190530.4,2.43E+00,2.43E+00,2.43E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2019/3/29,207291,20190627.4,2.38E+00,2.37E+00,2.38E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2019/4/30,207304,20190801.4,2.42E+00,2.41E+00,2.42E+00,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2019/5/31,207321,20190829.4,2.34E+00,2.33E+00,2.34E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2019/6/28,207333,20190926.4,2.09E+00,2.07E+00,2.08E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2019/7/31,207345,20191031.4,2.05E+00,1.99E+00,2.02E+00,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2019/8/30,207357,20191129.4,1.98E+00,1.96E+00,1.97E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2019/9/30,207370,20191226.4,1.81E+00,1.80E+00,1.81E+00,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2019/10/31,207306,20200130.4,1.54E+00,1.53E+00,1.54E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2019/11/29,207323,20200227.4,1.57E+00,1.57E+00,1.57E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2019/12/31,207412,20200402.4,1.54E+00,1.54E+00,1.54E+00,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2020/1/31,207425,20200430.4,1.55E+00,1.54E+00,1.55E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2020/2/28,207440,20200528.4,1.28E+00,1.27E+00,1.27E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2020/3/31,207454,20200702.4,1.12E-01,9.63E-02,1.04E-01,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2020/4/30,207466,20200730.4,1.06E-01,9.63E-02,1.01E-01,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2020/5/29,207485,20200827.4,1.47E-01,1.42E-01,1.45E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2020/6/30,207520,20200929.4,1.98E-01,1.88E-01,1.93E-01,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2020/7/31,207524,20201029.4,9.63E-02,8.62E-02,9.13E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2020/8/31,207541,20201127.4,1.06E-01,9.63E-02,1.01E-01,88
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2020/9/30,207571,20201229.4,9.13E-02,8.11E-02,8.62E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2020/10/30,207468,20210128.4,9.13E-02,8.62E-02,8.87E-02,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2020/11/30,207601,20210302.4,8.62E-02,7.10E-02,7.86E-02,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2020/12/31,207605,20210401.4,8.62E-02,7.10E-02,7.86E-02,91
